age,gender,device_type,time_on_site,pages_viewed,previous_purchases,cart_items,discount_seen,ad_clicked,returning_user,avg_session_time,bounce_rate,purchase
45.0,,Mobile,4.4,10.0,14.0,2.0,1.0,1.0,1.0,5.88,39.46,1.0
21.0,Male,,17.64,15.0,7.0,9.0,1.0,1.0,,18.93,88.58,0.0
,,,17.49,4.0,5.0,8.0,,,0.0,18.24,24.66,0.0
19.0,Male,Mobile,14.47,10.0,2.0,7.0,1.0,,0.0,20.08,23.8,1.0
38.0,Male,,18.8,14.0,4.0,8.0,0.0,1.0,,44.75,0.01,1.0
49.0,Male,Desktop,25.49,10.0,1.0,8.0,0.0,0.0,1.0,15.48,,1.0
52.0,,Desktop,4.0,2.0,14.0,4.0,1.0,0.0,1.0,44.75,9.02,1.0
26.0,Female,Mobile,27.72,3.0,11.0,2.0,0.0,0.0,1.0,4.74,48.16,
56.0,Female,,2.12,19.0,3.0,8.0,0.0,0.0,0.0,13.77,98.05,
30.0,Male,Desktop,23.05,8.0,11.0,1.0,1.0,1.0,,1.67,23.8,1.0
30.0,,Mobile,10.32,17.0,4.0,0.0,0.0,0.0,1.0,5.59,94.21,0.0
56.0,Female,Tablet,4.34,,11.0,1.0,,,1.0,29.53,9.33,1.0
40.0,,Tablet,11.39,6.0,,1.0,0.0,0.0,1.0,13.37,49.15,1.0
36.0,Male,Mobile,22.27,8.0,5.0,8.0,1.0,0.0,0.0,7.86,14.54,1.0
43.0,Female,Mobile,14.43,15.0,11.0,8.0,0.0,,1.0,21.61,97.12,1.0
59.0,Male,Mobile,25.12,8.0,1.0,1.0,0.0,0.0,1.0,28.67,53.14,0.0
19.0,Female,Mobile,13.52,19.0,7.0,8.0,,1.0,0.0,17.03,70.37,1.0
54.0,Female,Mobile,13.19,10.0,10.0,4.0,1.0,1.0,,27.11,10.07,1.0
48.0,Male,Desktop,14.59,17.0,14.0,4.0,0.0,,0.0,0.82,51.52,1.0
59.0,Male,,16.51,17.0,2.0,4.0,0.0,1.0,0.0,11.37,68.93,1.0
51.0,Male,Desktop,11.48,11.0,7.0,9.0,1.0,0.0,0.0,31.08,27.08,0.0
59.0,Female,,3.04,3.0,4.0,8.0,1.0,0.0,0.0,1.31,48.04,1.0
43.0,,Mobile,13.88,19.0,12.0,0.0,1.0,1.0,1.0,13.3,15.07,0.0
50.0,Female,Tablet,17.71,5.0,5.0,6.0,1.0,,1.0,36.22,61.47,0.0
43.0,,Desktop,22.25,10.0,4.0,7.0,1.0,1.0,1.0,12.17,23.31,
31.0,Female,,13.58,11.0,7.0,7.0,1.0,0.0,,8.91,44.01,
41.0,Male,Mobile,12.66,19.0,5.0,4.0,1.0,1.0,0.0,21.58,60.6,0.0
23.0,,Mobile,11.5,10.0,12.0,4.0,1.0,,1.0,4.34,78.48,0.0
24.0,Female,,4.99,10.0,,0.0,0.0,0.0,1.0,9.57,25.82,1.0
47.0,Male,Desktop,18.36,19.0,11.0,7.0,1.0,,0.0,7.24,35.56,
39.0,Female,,28.05,10.0,0.0,7.0,0.0,0.0,1.0,27.22,67.08,0.0
42.0,,Desktop,10.38,18.0,12.0,7.0,0.0,0.0,0.0,3.0,65.67,0.0
37.0,Female,Desktop,19.14,11.0,6.0,,0.0,1.0,,15.5,82.77,1.0
52.0,Female,Mobile,8.37,1.0,6.0,0.0,0.0,0.0,,22.44,45.91,1.0
,Female,Desktop,16.04,16.0,11.0,3.0,0.0,,1.0,20.85,54.79,1.0
58.0,Male,Mobile,23.76,16.0,4.0,4.0,,1.0,0.0,2.97,45.13,
42.0,Male,Mobile,17.18,8.0,4.0,9.0,0.0,,0.0,32.09,68.52,1.0
45.0,,Mobile,18.64,14.0,12.0,5.0,1.0,0.0,,4.62,99.97,1.0
57.0,Male,,15.2,10.0,5.0,1.0,0.0,1.0,0.0,24.32,99.97,1.0
37.0,Male,Mobile,24.13,10.0,4.0,5.0,,,0.0,20.07,49.91,1.0
38.0,,Mobile,11.23,2.0,12.0,4.0,1.0,1.0,0.0,15.23,55.88,1.0
21.0,,Tablet,16.94,3.0,11.0,5.0,1.0,0.0,1.0,5.41,5.39,0.0
24.0,Male,Tablet,11.38,19.0,9.0,3.0,,0.0,0.0,12.67,62.92,
21.0,Male,Mobile,20.09,10.0,,2.0,,,1.0,20.33,99.97,1.0
26.0,Male,,8.42,8.0,12.0,1.0,1.0,,1.0,9.83,56.52,1.0
35.0,Male,,6.03,14.0,8.0,2.0,0.0,,,3.27,31.7,
59.0,Female,Tablet,10.44,10.0,9.0,6.0,1.0,1.0,,9.11,58.52,1.0
34.0,Female,Desktop,21.74,14.0,11.0,1.0,0.0,1.0,0.0,6.45,61.77,1.0
20.0,Female,Mobile,17.75,16.0,,1.0,0.0,,1.0,24.43,13.15,1.0
41.0,,,,5.0,9.0,3.0,,0.0,,16.7,59.34,1.0
59.0,Female,Tablet,2.06,8.0,7.0,0.0,0.0,0.0,,6.23,64.77,
42.0,,Desktop,22.91,5.0,0.0,2.0,1.0,1.0,1.0,36.06,55.32,1.0
57.0,Male,Desktop,7.43,9.0,12.0,7.0,0.0,,,21.02,43.94,1.0
25.0,Male,Mobile,11.5,10.0,2.0,3.0,1.0,1.0,0.0,16.31,84.4,1.0
54.0,Male,Tablet,10.2,19.0,14.0,1.0,0.0,1.0,1.0,7.87,38.49,1.0
59.0,Female,,,4.0,8.0,1.0,0.0,0.0,,8.21,44.58,
32.0,Female,Tablet,20.66,10.0,2.0,1.0,1.0,,,25.72,30.88,
57.0,Male,,9.4,13.0,13.0,6.0,,0.0,1.0,6.97,55.69,1.0
53.0,Female,Desktop,11.64,3.0,3.0,5.0,1.0,0.0,0.0,19.89,56.48,0.0
44.0,Female,Mobile,23.2,9.0,12.0,1.0,0.0,1.0,,17.99,48.58,1.0
31.0,Male,Mobile,24.51,13.0,12.0,4.0,0.0,1.0,1.0,20.81,3.79,
49.0,Male,Tablet,8.94,9.0,13.0,5.0,1.0,,1.0,12.89,40.25,1.0
55.0,,Desktop,12.55,3.0,12.0,9.0,1.0,0.0,,9.75,23.34,
27.0,Male,Tablet,20.7,10.0,10.0,8.0,1.0,0.0,0.0,13.47,53.93,0.0
40.0,,,2.48,7.0,14.0,2.0,0.0,0.0,0.0,13.04,64.73,
39.0,Male,Mobile,28.63,10.0,1.0,2.0,,,1.0,32.51,31.03,1.0
26.0,Female,Mobile,25.4,18.0,10.0,6.0,0.0,,0.0,36.85,0.01,1.0
38.0,Female,Desktop,24.33,11.0,10.0,0.0,1.0,,1.0,18.78,99.97,1.0
32.0,Male,Tablet,,18.0,11.0,,,0.0,1.0,32.39,31.14,1.0
,Female,Desktop,14.99,19.0,7.0,1.0,1.0,1.0,0.0,11.89,39.91,1.0
36.0,Male,Tablet,12.61,10.0,12.0,5.0,,1.0,0.0,35.66,98.21,1.0
26.0,Male,Desktop,1.95,11.0,2.0,0.0,0.0,1.0,0.0,34.45,50.3,1.0
54.0,Female,Desktop,20.93,2.0,14.0,8.0,1.0,1.0,0.0,3.65,98.4,1.0
27.0,Female,Desktop,11.41,4.0,14.0,9.0,0.0,0.0,,17.31,90.67,0.0
43.0,Female,Desktop,21.83,12.0,4.0,2.0,,0.0,1.0,7.79,98.04,1.0
56.0,,Mobile,13.35,17.0,1.0,0.0,0.0,0.0,0.0,22.29,,
19.0,,Tablet,17.16,11.0,13.0,3.0,0.0,0.0,1.0,7.41,48.55,1.0
43.0,,Desktop,9.34,18.0,7.0,5.0,,0.0,0.0,2.06,77.06,0.0
43.0,Female,,7.16,8.0,11.0,5.0,1.0,0.0,1.0,1.57,79.11,
25.0,Male,Desktop,2.26,19.0,5.0,9.0,,0.0,1.0,30.5,90.93,
28.0,Male,Tablet,20.46,7.0,4.0,1.0,0.0,1.0,0.0,25.98,48.75,
40.0,Female,Desktop,28.21,8.0,6.0,8.0,1.0,1.0,0.0,1.55,99.97,0.0
36.0,Female,Tablet,25.34,17.0,14.0,1.0,1.0,,1.0,17.4,49.35,0.0
41.0,Female,Desktop,10.88,5.0,,3.0,1.0,1.0,1.0,11.76,45.31,1.0
36.0,Female,Desktop,,2.0,10.0,0.0,1.0,0.0,1.0,10.77,74.71,
24.0,Male,Tablet,18.39,10.0,7.0,4.0,,0.0,1.0,15.6,83.43,
33.0,,Desktop,22.42,14.0,7.0,0.0,1.0,,0.0,4.03,31.33,0.0
41.0,Male,,25.73,9.0,9.0,1.0,0.0,1.0,0.0,29.46,51.74,1.0
35.0,,Desktop,9.84,2.0,5.0,3.0,1.0,0.0,1.0,12.6,91.85,
46.0,,Mobile,25.75,6.0,11.0,8.0,1.0,1.0,,33.88,47.56,
56.0,,Tablet,16.98,10.0,12.0,2.0,,0.0,0.0,40.51,99.97,0.0
59.0,,,23.18,7.0,11.0,0.0,,0.0,0.0,23.39,57.4,1.0
55.0,Male,,15.86,16.0,10.0,0.0,0.0,1.0,0.0,3.68,20.39,0.0
55.0,Male,Desktop,18.9,4.0,1.0,4.0,,,0.0,20.54,37.72,1.0
57.0,Female,Mobile,18.46,4.0,1.0,4.0,0.0,0.0,1.0,17.08,16.41,0.0
31.0,Female,,25.8,10.0,8.0,2.0,0.0,,0.0,38.0,43.7,
18.0,,Tablet,29.31,4.0,14.0,2.0,,1.0,0.0,5.4,99.97,1.0
52.0,Female,Tablet,11.05,4.0,11.0,1.0,,1.0,1.0,3.3,17.71,
45.0,Female,,14.77,17.0,14.0,9.0,0.0,1.0,0.0,5.76,82.29,0.0
44.0,,Tablet,12.66,10.0,13.0,5.0,0.0,0.0,,0.57,56.53,0.0
37.0,Male,Tablet,5.15,18.0,8.0,9.0,1.0,,1.0,9.17,42.32,1.0
,Male,Mobile,16.13,2.0,7.0,7.0,1.0,1.0,0.0,19.82,0.01,0.0
23.0,Female,Desktop,20.75,10.0,5.0,,1.0,0.0,0.0,2.0,16.26,1.0
22.0,,Mobile,12.41,10.0,14.0,5.0,1.0,0.0,,18.09,97.77,1.0
52.0,,Mobile,12.36,12.0,7.0,3.0,,0.0,,27.64,56.51,
44.0,,,6.62,2.0,14.0,5.0,0.0,0.0,,20.0,58.64,0.0
47.0,,Desktop,16.51,11.0,7.0,,,0.0,0.0,31.17,99.97,0.0
53.0,Female,Desktop,20.93,9.0,14.0,7.0,1.0,0.0,0.0,28.99,45.55,
43.0,Male,Mobile,7.08,9.0,12.0,4.0,,0.0,,6.27,36.17,1.0
40.0,Female,,28.88,15.0,10.0,2.0,0.0,1.0,0.0,44.37,29.14,1.0
38.0,Female,Desktop,11.21,19.0,7.0,5.0,,1.0,0.0,22.72,42.67,1.0
42.0,,Desktop,29.95,12.0,12.0,1.0,1.0,1.0,0.0,9.54,40.87,0.0
22.0,,Desktop,15.6,6.0,4.0,3.0,1.0,0.0,1.0,19.53,57.9,1.0
41.0,Female,Mobile,13.63,10.0,7.0,2.0,1.0,0.0,0.0,27.93,32.93,0.0
18.0,Female,Desktop,7.18,10.0,12.0,6.0,1.0,,0.0,3.02,0.01,
55.0,Male,Desktop,19.49,8.0,11.0,5.0,0.0,1.0,1.0,10.99,94.62,1.0
56.0,Male,Mobile,19.27,17.0,,6.0,1.0,0.0,0.0,2.81,81.46,1.0
49.0,Female,Tablet,18.91,18.0,11.0,1.0,,1.0,,2.87,90.26,
18.0,Male,Tablet,4.18,3.0,4.0,,1.0,1.0,0.0,8.82,52.5,1.0
54.0,Male,Desktop,7.15,18.0,2.0,9.0,0.0,1.0,1.0,9.15,41.83,0.0
38.0,Male,,21.47,10.0,1.0,3.0,1.0,0.0,0.0,24.79,45.15,1.0
24.0,Male,Desktop,9.72,19.0,9.0,5.0,,1.0,1.0,13.87,64.83,1.0
22.0,Male,Tablet,12.9,16.0,12.0,1.0,1.0,,1.0,13.16,18.0,
52.0,,,18.27,10.0,3.0,7.0,0.0,,0.0,3.33,61.23,1.0
20.0,Female,Desktop,11.76,9.0,5.0,8.0,0.0,1.0,,10.87,49.19,0.0
59.0,Male,Mobile,20.91,7.0,6.0,,1.0,,0.0,,13.8,
21.0,Male,Mobile,24.14,19.0,7.0,,,,1.0,34.8,44.39,1.0
53.0,Female,Tablet,2.71,16.0,7.0,9.0,1.0,1.0,1.0,18.06,70.74,
58.0,Male,Desktop,5.77,4.0,8.0,3.0,0.0,1.0,1.0,14.38,31.49,
37.0,Male,,25.84,1.0,1.0,2.0,,0.0,1.0,0.79,41.75,0.0
30.0,Male,,24.27,15.0,4.0,,,,0.0,6.9,92.3,1.0
39.0,Male,,20.11,17.0,3.0,6.0,,1.0,0.0,7.87,26.46,0.0
45.0,Female,Desktop,9.05,11.0,13.0,7.0,,1.0,,17.12,82.64,1.0
40.0,Male,,1.91,10.0,12.0,7.0,0.0,0.0,1.0,15.09,97.16,1.0
34.0,,Desktop,15.61,10.0,14.0,2.0,0.0,1.0,0.0,31.61,84.7,
38.0,Female,Desktop,20.57,12.0,12.0,1.0,,,,,27.64,0.0
23.0,Male,Mobile,18.81,15.0,14.0,,0.0,0.0,,30.27,69.25,1.0
30.0,Female,,2.36,12.0,14.0,9.0,1.0,1.0,1.0,8.52,52.41,0.0
53.0,Male,Desktop,22.09,11.0,7.0,5.0,1.0,0.0,1.0,5.12,95.85,1.0
34.0,Male,,4.85,10.0,4.0,5.0,1.0,,,16.35,86.04,
56.0,Male,,12.26,6.0,5.0,2.0,1.0,1.0,,5.19,61.51,0.0
21.0,Female,Desktop,12.06,19.0,12.0,9.0,0.0,,0.0,42.81,76.68,1.0
47.0,Female,Mobile,19.25,18.0,11.0,5.0,0.0,0.0,0.0,14.16,46.91,1.0
48.0,Female,Desktop,18.06,4.0,14.0,7.0,0.0,0.0,0.0,20.4,9.4,0.0
38.0,Female,Mobile,14.44,11.0,5.0,9.0,1.0,1.0,1.0,27.96,44.41,0.0
44.0,Female,,14.55,7.0,11.0,7.0,1.0,0.0,0.0,8.7,90.97,
43.0,Male,,24.88,6.0,9.0,5.0,,,1.0,9.78,65.4,1.0
32.0,Male,Desktop,15.06,19.0,5.0,,1.0,1.0,0.0,29.73,30.91,
33.0,Female,Desktop,5.62,9.0,3.0,2.0,,1.0,1.0,16.83,34.3,
33.0,,Desktop,24.0,1.0,12.0,,1.0,0.0,1.0,44.75,57.82,
56.0,Female,Mobile,20.55,10.0,1.0,,0.0,0.0,1.0,20.64,75.42,1.0
37.0,Female,Desktop,29.81,9.0,6.0,9.0,0.0,,,7.84,51.55,1.0
23.0,Male,Mobile,17.76,16.0,14.0,9.0,0.0,0.0,1.0,28.32,96.95,0.0
43.0,Male,Desktop,14.56,14.0,7.0,8.0,1.0,0.0,1.0,8.6,64.74,
29.0,,,8.17,10.0,14.0,9.0,1.0,1.0,0.0,41.35,83.08,1.0
28.0,Female,Desktop,21.52,15.0,5.0,1.0,1.0,1.0,1.0,25.07,49.87,1.0
22.0,Male,Desktop,10.55,6.0,13.0,8.0,0.0,0.0,1.0,8.91,51.88,1.0
38.0,Female,Tablet,17.56,8.0,7.0,0.0,1.0,0.0,,8.91,14.57,1.0
46.0,Male,Mobile,18.06,10.0,6.0,8.0,0.0,1.0,1.0,44.36,49.88,1.0
35.0,Female,Desktop,24.73,11.0,12.0,5.0,1.0,1.0,0.0,20.6,36.22,0.0
50.0,Female,Mobile,8.49,16.0,6.0,1.0,0.0,0.0,1.0,12.64,50.62,1.0
57.0,,,21.87,16.0,4.0,7.0,0.0,1.0,0.0,5.59,69.87,0.0
30.0,Male,Mobile,29.73,18.0,5.0,,0.0,1.0,1.0,15.73,34.42,0.0
44.0,Female,,13.69,14.0,4.0,1.0,1.0,0.0,1.0,18.82,51.04,1.0
38.0,Female,Mobile,17.32,17.0,0.0,8.0,1.0,0.0,0.0,16.89,66.31,1.0
33.0,,Tablet,13.51,,6.0,5.0,0.0,0.0,1.0,33.45,99.97,1.0
45.0,Male,Desktop,19.03,10.0,7.0,,0.0,1.0,1.0,15.31,57.78,0.0
25.0,Female,Mobile,14.5,14.0,3.0,2.0,1.0,1.0,0.0,13.32,99.37,0.0
43.0,Female,,22.54,15.0,5.0,2.0,0.0,,,38.2,51.34,
49.0,Female,Tablet,22.33,9.0,13.0,2.0,0.0,0.0,1.0,34.09,69.27,1.0
47.0,Male,Mobile,19.72,4.0,6.0,3.0,1.0,1.0,0.0,30.77,21.43,0.0
,Male,,24.09,11.0,8.0,8.0,,,0.0,35.67,7.28,
48.0,,Tablet,20.75,5.0,1.0,,0.0,1.0,0.0,9.77,68.76,1.0
59.0,,,,10.0,14.0,3.0,0.0,1.0,0.0,39.06,99.97,1.0
44.0,Male,,27.59,15.0,12.0,0.0,0.0,1.0,,25.61,46.03,
49.0,,,4.5,14.0,7.0,,1.0,0.0,0.0,16.15,60.57,1.0
40.0,Female,Mobile,12.49,1.0,7.0,4.0,0.0,0.0,1.0,39.14,81.1,0.0
46.0,Male,Mobile,17.77,1.0,1.0,4.0,1.0,,0.0,42.36,93.27,
46.0,Female,Mobile,13.9,3.0,4.0,0.0,0.0,1.0,0.0,7.2,42.54,
27.0,Female,,1.0,9.0,13.0,3.0,0.0,1.0,0.0,40.82,49.87,1.0
55.0,Female,Desktop,21.59,18.0,6.0,9.0,,0.0,1.0,11.8,25.68,0.0
59.0,Male,Tablet,19.59,7.0,7.0,8.0,0.0,,1.0,16.45,51.39,1.0
41.0,Male,Mobile,13.34,17.0,14.0,9.0,,0.0,1.0,8.31,40.83,
25.0,Male,Desktop,20.89,8.0,14.0,1.0,0.0,0.0,1.0,26.9,51.96,0.0
36.0,Male,,25.0,10.0,9.0,9.0,0.0,0.0,1.0,22.64,51.08,1.0
31.0,,Mobile,7.99,17.0,5.0,1.0,1.0,,,0.57,99.97,1.0
42.0,Female,Mobile,8.0,18.0,11.0,0.0,0.0,,0.0,8.24,31.18,
46.0,Male,,19.83,10.0,3.0,9.0,,1.0,,18.01,75.19,
50.0,,Mobile,23.99,,12.0,3.0,0.0,0.0,1.0,9.12,93.55,1.0
42.0,Female,Mobile,2.67,11.0,1.0,8.0,,1.0,1.0,15.7,32.76,
53.0,,Desktop,12.69,12.0,12.0,6.0,1.0,0.0,,5.66,86.14,0.0
24.0,Female,Mobile,9.64,3.0,10.0,2.0,,0.0,0.0,17.97,28.34,
34.0,,Mobile,4.92,3.0,10.0,,1.0,1.0,0.0,10.45,,1.0
,Male,Desktop,20.89,9.0,2.0,1.0,1.0,0.0,1.0,2.35,33.48,1.0
25.0,Male,,11.2,4.0,3.0,2.0,0.0,1.0,0.0,10.76,69.94,
35.0,Female,Tablet,3.44,8.0,4.0,0.0,0.0,0.0,1.0,12.01,12.23,
54.0,,,11.88,,7.0,3.0,1.0,0.0,1.0,12.15,56.84,
49.0,Female,Mobile,6.67,2.0,14.0,2.0,1.0,,0.0,24.42,32.81,1.0
39.0,Female,Tablet,3.07,6.0,11.0,8.0,,,,36.32,58.98,
38.0,Male,,14.67,10.0,10.0,,,1.0,1.0,24.48,70.61,
57.0,Female,Mobile,8.12,12.0,12.0,6.0,,0.0,0.0,28.68,96.38,0.0
34.0,Female,Mobile,9.24,10.0,14.0,4.0,,0.0,0.0,27.23,30.06,1.0
35.0,Female,Desktop,12.75,14.0,12.0,1.0,1.0,,1.0,30.71,30.21,1.0
44.0,Female,Desktop,13.05,19.0,5.0,3.0,,0.0,1.0,35.08,25.58,1.0
57.0,,Desktop,13.88,9.0,11.0,0.0,0.0,1.0,0.0,32.75,79.43,0.0
43.0,Male,Mobile,18.33,17.0,11.0,2.0,1.0,0.0,1.0,15.43,32.26,
,,Desktop,1.0,5.0,13.0,4.0,1.0,1.0,0.0,19.42,20.63,
45.0,Female,,19.05,9.0,13.0,3.0,,1.0,0.0,4.33,94.18,0.0
36.0,,,13.92,,2.0,0.0,,1.0,1.0,23.3,50.22,1.0
52.0,,,19.71,2.0,5.0,,0.0,0.0,,19.6,66.46,
42.0,Male,Desktop,4.37,4.0,12.0,1.0,,0.0,0.0,9.69,61.75,1.0
45.0,Male,Mobile,14.43,18.0,11.0,5.0,,,1.0,21.92,73.34,
18.0,Female,Desktop,3.37,19.0,7.0,9.0,,1.0,0.0,25.91,94.29,
54.0,,Desktop,12.98,16.0,7.0,9.0,1.0,1.0,1.0,3.18,13.79,
41.0,Female,Mobile,13.4,12.0,5.0,,0.0,,1.0,8.58,42.98,
21.0,Male,,10.64,5.0,13.0,3.0,,0.0,,13.09,57.48,
56.0,Male,Mobile,30.0,10.0,11.0,6.0,,,0.0,13.04,14.87,
40.0,Female,,13.76,5.0,4.0,5.0,0.0,1.0,0.0,9.96,73.62,1.0
44.0,Female,Mobile,12.42,11.0,13.0,9.0,,0.0,1.0,12.67,27.66,0.0
34.0,Female,Mobile,15.48,11.0,13.0,9.0,0.0,0.0,1.0,13.91,75.42,1.0
28.0,,Mobile,15.74,8.0,1.0,7.0,1.0,,1.0,3.53,43.16,1.0
54.0,Male,Mobile,27.59,10.0,4.0,5.0,0.0,0.0,,11.42,39.41,1.0
32.0,,Mobile,11.86,10.0,7.0,6.0,0.0,0.0,0.0,11.66,,1.0
40.0,Male,Mobile,12.33,3.0,4.0,4.0,,1.0,1.0,3.4,19.75,0.0
44.0,,Tablet,9.17,2.0,1.0,8.0,1.0,1.0,0.0,9.14,60.12,0.0
,Male,,4.45,9.0,5.0,,0.0,,0.0,13.07,95.04,
39.0,Female,Desktop,13.9,7.0,4.0,8.0,0.0,0.0,1.0,28.41,26.07,
32.0,,,29.38,11.0,5.0,,1.0,1.0,1.0,12.84,0.14,1.0
38.0,Female,Tablet,2.84,11.0,14.0,9.0,1.0,1.0,,19.73,28.1,1.0
22.0,Female,Desktop,23.23,4.0,7.0,5.0,0.0,0.0,,28.58,89.4,
19.0,,Desktop,10.94,9.0,11.0,0.0,0.0,0.0,0.0,4.94,40.29,1.0
35.0,Male,Mobile,3.52,11.0,13.0,4.0,0.0,0.0,0.0,24.64,33.84,1.0
57.0,Male,Desktop,12.8,10.0,14.0,5.0,,0.0,0.0,27.08,58.41,1.0
23.0,Female,Tablet,27.47,11.0,13.0,1.0,0.0,0.0,0.0,12.48,39.51,1.0
59.0,Female,Desktop,27.35,8.0,4.0,8.0,,,,6.1,31.27,1.0
31.0,,,22.52,4.0,7.0,8.0,1.0,1.0,0.0,2.16,45.58,1.0
25.0,,,19.27,3.0,7.0,1.0,,,0.0,30.7,35.33,1.0
46.0,Male,Tablet,13.77,6.0,12.0,8.0,0.0,0.0,,15.43,58.17,
46.0,Female,,12.69,7.0,12.0,5.0,0.0,,,9.02,49.78,
22.0,Female,,29.2,6.0,14.0,6.0,1.0,0.0,0.0,34.36,13.65,
56.0,,Desktop,19.11,10.0,12.0,9.0,1.0,1.0,1.0,21.87,26.07,0.0
29.0,Female,Mobile,24.99,19.0,9.0,,0.0,1.0,0.0,24.72,42.1,0.0
34.0,,,5.39,11.0,7.0,0.0,1.0,0.0,1.0,1.84,63.38,0.0
50.0,Female,,13.25,3.0,7.0,8.0,,0.0,0.0,16.33,33.21,0.0
43.0,Female,Desktop,10.92,2.0,1.0,,0.0,1.0,1.0,11.22,56.28,0.0
53.0,Female,Mobile,1.0,,12.0,4.0,1.0,1.0,0.0,23.93,44.09,0.0
40.0,,Mobile,18.43,9.0,6.0,0.0,1.0,,,24.89,64.91,1.0
54.0,Female,Desktop,11.54,8.0,14.0,9.0,1.0,1.0,1.0,2.48,41.38,
55.0,Female,Mobile,8.42,11.0,11.0,6.0,0.0,1.0,0.0,12.52,87.18,1.0
53.0,Male,,14.57,10.0,7.0,1.0,0.0,,,12.76,89.55,0.0
,,,,8.0,3.0,4.0,1.0,0.0,0.0,41.09,45.72,1.0
23.0,Female,Desktop,,2.0,13.0,0.0,1.0,1.0,1.0,33.01,10.12,1.0
,Male,Mobile,,19.0,11.0,,0.0,0.0,0.0,14.21,99.97,1.0
59.0,Female,Mobile,12.54,8.0,13.0,6.0,0.0,0.0,0.0,1.89,15.53,
55.0,Male,Desktop,30.0,8.0,4.0,7.0,0.0,0.0,1.0,3.13,50.99,1.0
44.0,,Desktop,21.3,15.0,6.0,1.0,1.0,0.0,0.0,44.75,28.78,
57.0,Female,,20.3,19.0,2.0,7.0,1.0,0.0,0.0,19.62,28.69,1.0
41.0,Female,Mobile,22.19,13.0,5.0,7.0,,0.0,,24.63,5.27,0.0
59.0,Female,Desktop,28.7,12.0,7.0,0.0,1.0,,0.0,15.73,77.26,1.0
48.0,Female,Mobile,13.62,,13.0,0.0,0.0,1.0,1.0,2.6,45.08,1.0
25.0,Female,Desktop,15.93,1.0,12.0,3.0,1.0,1.0,1.0,20.76,36.6,1.0
44.0,,Mobile,19.99,19.0,14.0,2.0,0.0,0.0,0.0,14.69,16.27,0.0
47.0,Male,Tablet,3.33,10.0,4.0,5.0,1.0,0.0,0.0,5.91,73.98,0.0
33.0,Female,Desktop,3.91,6.0,11.0,8.0,,1.0,0.0,36.04,41.28,
24.0,,Mobile,23.96,5.0,13.0,3.0,1.0,1.0,1.0,17.87,41.91,
35.0,Male,,21.39,13.0,7.0,4.0,1.0,0.0,,6.09,40.78,0.0
36.0,Female,Mobile,,7.0,2.0,0.0,0.0,1.0,0.0,21.81,96.63,0.0
47.0,Male,Tablet,26.17,6.0,9.0,,,,1.0,40.22,40.58,0.0
38.0,Male,Mobile,9.82,10.0,6.0,1.0,1.0,1.0,0.0,3.72,86.87,1.0
49.0,,,16.01,3.0,2.0,8.0,,,0.0,13.83,41.19,1.0
24.0,Female,Desktop,8.09,18.0,11.0,7.0,1.0,0.0,,16.86,88.55,0.0
36.0,Male,Desktop,21.47,10.0,7.0,4.0,,1.0,0.0,30.61,90.93,1.0
53.0,Female,Tablet,26.98,19.0,8.0,1.0,1.0,1.0,0.0,36.75,8.53,1.0
54.0,,Tablet,13.14,3.0,9.0,3.0,0.0,1.0,1.0,17.19,49.83,
24.0,,Tablet,11.74,10.0,4.0,2.0,1.0,1.0,0.0,8.66,35.19,1.0
41.0,,Tablet,2.76,14.0,5.0,7.0,0.0,1.0,1.0,3.26,50.89,1.0
21.0,Male,Desktop,15.37,,7.0,4.0,1.0,,,25.56,43.89,1.0
38.0,Female,Desktop,19.27,6.0,,6.0,1.0,0.0,0.0,23.14,6.83,1.0
40.0,,Tablet,30.0,16.0,11.0,9.0,1.0,,1.0,23.47,53.3,
44.0,Female,Mobile,13.79,,7.0,0.0,0.0,,0.0,18.43,75.4,
57.0,Female,Mobile,3.33,16.0,12.0,0.0,0.0,0.0,0.0,0.57,60.97,1.0
50.0,Male,Mobile,,15.0,11.0,8.0,1.0,,,20.46,78.83,
59.0,,Tablet,18.77,10.0,5.0,0.0,0.0,0.0,1.0,1.8,22.23,0.0
26.0,Female,Tablet,13.35,9.0,8.0,8.0,0.0,,1.0,33.76,62.92,
59.0,Female,Mobile,15.81,16.0,4.0,8.0,0.0,0.0,1.0,6.5,89.86,0.0
41.0,Female,,3.52,14.0,4.0,8.0,,,0.0,6.68,61.03,1.0
23.0,Male,,18.49,10.0,13.0,8.0,0.0,1.0,1.0,9.97,52.61,
57.0,Male,Desktop,21.46,12.0,13.0,2.0,1.0,1.0,0.0,,90.11,0.0
48.0,Female,,25.82,10.0,5.0,,1.0,0.0,0.0,11.86,55.0,
46.0,Male,Desktop,14.7,10.0,8.0,9.0,1.0,0.0,0.0,19.75,19.75,1.0
59.0,Female,,14.76,1.0,11.0,1.0,1.0,0.0,0.0,25.24,43.59,1.0
33.0,Female,Desktop,3.2,13.0,10.0,4.0,1.0,,0.0,24.15,40.18,1.0
56.0,,,13.31,10.0,14.0,8.0,1.0,0.0,1.0,9.49,64.26,1.0
18.0,Female,,25.39,8.0,4.0,,0.0,0.0,1.0,33.57,31.95,
26.0,Female,Mobile,4.03,1.0,10.0,8.0,1.0,0.0,,27.22,60.55,
