match_no,date,stage,venue,batting_team,bowling_team,innings,over,striker,bowler,runs_of_bat,extras,wide,legbyes,byes,noballs,wicket_type,player_dismissed,fielder
6,"Mar 30, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,DC,2,3.8,Ishan Kishan,Abhishek Sharma,0,0,0,0,0,0,,,
1,"Apr 01, 2026",League stage,"Eden Gardens, Kolkata",KKR,RR,1,0.1,Vaibhav Sooryavanshi,Anrich Nortje,0,0,0,0,0,0,,,
5,"Apr 02, 2026",League stage,"Eden Gardens, Kolkata",MI,GT,2,1.3,Ishan Kishan,Mohammed Shami,1,1,0,0,0,0,,,
3,"Mar 28, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",DC,SRH,2,14.7,Anshul Kamboj,Shardul Thakur,1,1,0,0,0,0,,,
5,"Mar 30, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",CSK,LSG,1,3.3,Tristan Stubbs,Jasprit Bumrah,0,0,0,0,0,0,,,
3,"Mar 30, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",DC,KKR,2,5.7,Heinrich Klaasen,Jaydev Unadkat,1,0,1,0,0,0,,,
5,"Apr 02, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",SRH,RR,1,7.0,Abhishek Sharma,Harshal Patel,0,0,0,0,0,0,,,Xavier Bartlett
5,"Mar 28, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",DC,MI,2,0.1,Cooper Connolly,Natarajan,1,1,0,0,0,0,,,
5,"Apr 02, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",LSG,GT,1,16.4,Cooper Connolly,Jaydev Unadkat,2,0,0,0,0,0,caught,,
2,"Apr 01, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,SRH,2,9.8,Sameer Rizvi,Arshdeep Singh,4,0,0,0,0,0,,,Harsh Dubey
5,"Mar 31, 2026",League stage,"Eden Gardens, Kolkata",KKR,KKR,2,0.1,Rohit Sharma,Kartik Tyagi,0,0,0,0,0,0,runout,,
5,"Apr 01, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",SRH,GT,1,10.8,Anshul Kamboj,Matt Henry,0,0,0,0,0,0,,,
4,"Mar 30, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",RR,KKR,1,2.9,Ishan Kishan,Vijaykumar Vyshak,1,0,0,0,0,0,,,
1,"Apr 01, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",KKR,SRH,1,19.6,Glenn Phillips,Shivang Kumar,0,0,0,0,0,0,caught,,
1,"Mar 29, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",KKR,MI,1,14.1,Aiden Markram,Kartik Tyagi,1,0,0,0,0,0,,,
3,"Mar 31, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",GT,GT,2,0.1,Marcus Stoinis,Jofra Archer,0,0,0,0,0,0,,,
5,"Mar 30, 2026",League stage,"Wankhede Stadium, Mumbai",KKR,SRH,1,2.0,Ishan Kishan,Sunil Narine,0,0,0,0,0,0,,,
6,"Apr 01, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",CSK,RR,1,0.1,Sai Sudharsan,David Payne,1,0,0,0,0,0,,,
6,"Apr 01, 2026",League stage,"Wankhede Stadium, Mumbai",LSG,KKR,2,12.4,Prabhsimran Singh,Washington Sundar,0,0,1,0,0,0,,Sunil Narine,
1,"Mar 31, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",RR,SRH,1,11.0,Pathum Nissanka,Romario Shepherd,2,0,0,0,0,0,,,
1,"Apr 02, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",PBKS,SRH,1,6.0,Heinrich Klaasen,Prince Yadav,1,0,0,0,0,0,,,
3,"Mar 31, 2026",League stage,"Eden Gardens, Kolkata",KKR,KKR,2,0.3,Ajinkya Rahane,AM Ghazanfar,0,0,0,0,0,0,,,
4,"Apr 01, 2026",League stage,"Eden Gardens, Kolkata",GT,PBKS,2,0.1,Jos Buttler,Jacob Duffy,0,0,0,0,0,0,,,
1,"Apr 01, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",DC,RR,1,0.1,Ajinkya Rahane,Axar Patel,1,2,0,0,0,0,,,
3,"Mar 30, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",CSK,MI,1,10.0,Sanju Samson,Kartik Tyagi,1,0,0,1,0,0,,,
5,"Apr 02, 2026",League stage,"Eden Gardens, Kolkata",PBKS,CSK,1,1.6,Heinrich Klaasen,Arshdeep Singh,0,0,0,0,0,0,,,
3,"Mar 30, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RR,1,8.8,Anshul Kamboj,Mohammed Shami,0,0,0,0,0,0,,,
4,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",RR,KKR,1,8.7,Sameer Rizvi,Jacob Duffy,4,0,0,0,0,0,,,
1,"Mar 28, 2026",League stage,"Wankhede Stadium, Mumbai",SRH,LSG,2,13.5,Pathum Nissanka,Brijesh Sharma,1,0,0,0,0,0,,,
6,"Mar 31, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",KKR,SRH,2,5.7,Sai Sudharsan,Vijaykumar Vyshak,4,0,0,0,0,0,caught,Nitish Rana,
5,"Apr 02, 2026",League stage,"Eden Gardens, Kolkata",SRH,DC,2,13.8,Sameer Rizvi,Vaibhav Arora,0,0,0,0,0,0,,,
3,"Apr 01, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,SRH,1,0.1,Angkrish Raghuvanshi,Prince Yadav,0,0,0,0,0,0,,,
5,"Mar 31, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",MI,MI,1,3.0,Mohammed Shami,Marco Jansen,1,0,0,0,0,0,,,
1,"Apr 01, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",KKR,RR,2,0.1,Heinrich Klaasen,Varun Chakaravarthy,0,0,0,0,0,0,,,
1,"Mar 29, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",CSK,SRH,1,2.0,Sameer Rizvi,Prasidh Krishna,1,0,0,0,0,0,,,
5,"Apr 01, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",LSG,DC,1,10.1,Nitish Reddy,Prasidh Krishna,0,0,0,0,0,0,,,
3,"Mar 30, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",PBKS,GT,1,12.6,Rohit Sharma,Prasidh Krishna,0,0,0,0,0,0,caught,,
6,"Apr 01, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",RR,DC,1,14.1,Sarfaraz Khan,Ravindra Jadeja,1,0,0,0,0,0,,,
3,"Mar 31, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",KKR,RR,1,0.1,Vaibhav Sooryavanshi,Trent Boult,0,1,0,0,0,0,,,
2,"Apr 01, 2026",League stage,"Eden Gardens, Kolkata",SRH,KKR,2,13.1,Pathum Nissanka,Jacob Duffy,0,0,0,0,0,0,,,
2,"Mar 30, 2026",League stage,"Eden Gardens, Kolkata",CSK,PBKS,1,0.1,Travis Head,Nitish Reddy,0,0,0,0,0,0,caught,,
2,"Mar 31, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",PBKS,GT,2,0.1,Travis Head,Harshal Patel,0,0,0,0,0,0,,,
5,"Apr 01, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",CSK,RCB,2,1.7,Ajinkya Rahane,Natarajan,4,0,0,0,0,0,caught,,
4,"Mar 30, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",RCB,KKR,1,12.5,Rohit Sharma,Sunil Narine,2,0,1,0,0,0,,,
2,"Apr 02, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",KKR,KKR,1,4.8,Aiden Markram,Anshul Kamboj,0,0,0,0,0,0,,,
3,"Apr 01, 2026",League stage,"Wankhede Stadium, Mumbai",PBKS,GT,2,16.0,Devdutt Padikkal,Kuldeep Yadav,1,0,0,0,0,0,caught,,
6,"Mar 29, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",GT,KKR,1,9.5,Ryan Rickelton,Suyash Sharma,0,0,0,0,0,0,,,
2,"Mar 29, 2026",League stage,"Eden Gardens, Kolkata",LSG,SRH,2,2.0,Marco Jansen,Jaydev Unadkat,4,0,0,0,0,0,bowled,,
1,"Apr 01, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",GT,GT,1,10.2,Rahul Tewatia,Jaydev Unadkat,0,0,0,0,0,0,caught,,
3,"Mar 30, 2026",League stage,"Eden Gardens, Kolkata",RCB,RCB,2,8.0,Shubman Gill,Marco Jansen,0,0,0,0,0,0,,,
3,"Mar 30, 2026",League stage,"Wankhede Stadium, Mumbai",RCB,RR,2,16.6,Cooper Connolly,Shivang Kumar,0,0,0,0,0,0,caught,,
3,"Mar 31, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",PBKS,RR,2,8.5,Ajinkya Rahane,Kagiso Rabada,1,0,0,0,0,0,,,
2,"Mar 30, 2026",League stage,"Eden Gardens, Kolkata",CSK,MI,2,11.0,Harshal Patel,Sunil Narine,6,0,0,0,0,0,,,
6,"Apr 01, 2026",League stage,"Wankhede Stadium, Mumbai",GT,LSG,2,0.1,Rohit Sharma,Xavier Bartlett,1,2,0,0,0,0,caught,,
2,"Mar 28, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",CSK,CSK,2,10.0,Ayush Badoni,Arshdeep Singh,0,0,0,0,0,0,,,
3,"Apr 02, 2026",League stage,"Eden Gardens, Kolkata",RCB,GT,2,3.1,Rajat Patidar,Jaydev Unadkat,4,0,0,0,0,0,,,
4,"Mar 28, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",PBKS,LSG,1,13.6,Virat Kohli,Anukul Roy,1,0,0,0,0,0,,,
1,"Apr 02, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",SRH,PBKS,2,9.1,Anshul Kamboj,Mukesh Kumar,4,0,0,0,0,0,,,
1,"Mar 30, 2026",League stage,"Wankhede Stadium, Mumbai",RCB,RR,1,12.4,Sameer Rizvi,Kartik Tyagi,4,0,0,0,0,0,,,
5,"Apr 01, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",KKR,MI,1,9.0,Rahul Tewatia,Vijaykumar Vyshak,2,1,0,0,0,0,,,
5,"Apr 01, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",CSK,DC,1,0.1,Devdutt Padikkal,Ravindra Jadeja,1,0,0,0,0,0,,,
1,"Mar 31, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",LSG,MI,1,3.9,Devdutt Padikkal,Trent Boult,0,0,0,0,0,0,,,Ashok Sharma
2,"Mar 30, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",GT,MI,1,0.1,Nitish Reddy,Ravi Bishnoi,0,0,0,0,0,0,,Mukul Choudhary,
6,"Apr 01, 2026",League stage,"Eden Gardens, Kolkata",CSK,SRH,2,0.1,Ajinkya Rahane,Prince Yadav,1,0,0,0,0,0,,,
4,"Apr 01, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",CSK,DC,2,11.8,Rinku Singh,Shivang Kumar,1,0,0,0,0,0,,,
3,"Mar 28, 2026",League stage,"Wankhede Stadium, Mumbai",RR,GT,2,10.8,Angkrish Raghuvanshi,Vijaykumar Vyshak,0,0,0,0,0,0,,,
5,"Mar 31, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",KKR,MI,1,10.1,Tim David,Nitish Reddy,4,4,0,0,0,0,,,
3,"Apr 01, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",LSG,DC,2,0.1,Mohammed Shami,Blessing Muzarabani,2,0,0,0,1,0,,,Cameron Green
6,"Mar 31, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",KKR,KKR,1,2.4,Virat Kohli,Mohsin Khan,0,0,0,0,0,0,,,
6,"Mar 30, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",KKR,MI,2,2.9,Mitchell Marsh,Prince Yadav,4,1,0,0,0,0,,,
1,"Apr 02, 2026",League stage,"Wankhede Stadium, Mumbai",KKR,RR,2,9.3,Tristan Stubbs,Eshan Malinga,6,0,0,0,0,0,,,
5,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",GT,GT,2,0.1,Aniket Verma,Arshdeep Singh,4,0,0,0,0,0,,,Anukul Roy
4,"Mar 28, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",DC,KKR,1,12.5,Rahul Tewatia,Lungi Ngidi,0,0,0,0,0,0,,,
6,"Mar 29, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,PBKS,2,17.9,Rahul Tewatia,Hardik Pandya,0,0,0,0,0,0,,,
2,"Mar 28, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",SRH,DC,2,1.1,Shahbaz Ahmed,Khaleel Ahmed,0,0,0,0,0,0,,Mohammed Shami,
2,"Apr 01, 2026",League stage,"Eden Gardens, Kolkata",KKR,KKR,2,9.1,Cooper Connolly,Harshal Patel,4,0,0,0,0,0,bowled,,
4,"Mar 30, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",PBKS,CSK,1,0.1,Angkrish Raghuvanshi,Shahbaz Ahmed,2,0,0,0,0,0,bowled,,
1,"Mar 31, 2026",League stage,"Wankhede Stadium, Mumbai",CSK,RR,1,12.5,Tristan Stubbs,Natarajan,2,0,0,0,0,0,,Rishabh Pant,Prasidh Krishna
6,"Apr 01, 2026",League stage,"Wankhede Stadium, Mumbai",RR,SRH,1,10.0,Rishabh Pant,David Payne,3,0,0,0,0,0,,,
4,"Apr 01, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",KKR,RR,2,3.1,Ajinkya Rahane,Trent Boult,0,1,0,0,0,0,,,
1,"Mar 29, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",PBKS,RR,2,11.3,Glenn Phillips,Blessing Muzarabani,4,0,0,0,0,0,,,Shimron Hetmyer/Dhruv Jurel
2,"Apr 01, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",KKR,RR,1,0.1,Pathum Nissanka,Shivang Kumar,0,0,0,0,0,0,,,
6,"Apr 01, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",LSG,SRH,1,0.1,Anshul Kamboj,Prasidh Krishna,1,1,1,0,0,0,,,
6,"Mar 29, 2026",League stage,"Eden Gardens, Kolkata",KKR,RR,1,5.6,Nicholas Pooran,Yuzvendra Chahal,1,0,0,0,0,0,,,
3,"Mar 30, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",KKR,KKR,2,10.8,Sameer Rizvi,Mohammed Siraj,0,0,0,0,0,0,,,
6,"Mar 30, 2026",League stage,"Eden Gardens, Kolkata",RCB,RCB,2,8.5,Virat Kohli,Varun Chakaravarthy,1,0,0,1,0,1,,,
3,"Apr 02, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",MI,RR,1,0.1,Rahul Tewatia,Mukesh Kumar,0,0,0,0,0,0,,,Phil Salt
5,"Apr 01, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",RR,RR,1,17.7,Rinku Singh,Anshul Kamboj,0,0,0,0,0,0,,Marcus Stoinis,
2,"Apr 01, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",PBKS,SRH,2,12.8,Abdul Samad,Jofra Archer,1,0,0,0,0,0,,,
4,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",GT,GT,2,12.9,Jamie Overton,Shardul Thakur,6,0,0,0,0,0,,Ramandeep Singh,
4,"Apr 01, 2026",League stage,"Eden Gardens, Kolkata",DC,RCB,1,12.8,Marco Jansen,Kartik Tyagi,0,1,0,0,0,0,,,
5,"Mar 30, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",RR,SRH,1,0.8,Rajat Patidar,Kartik Tyagi,1,0,0,0,0,0,caught,Suryakumar Yadav,
5,"Apr 01, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",CSK,KKR,1,0.1,Priyansh Arya,Yuzvendra Chahal,0,0,0,0,0,0,,Abdul Samad,(sub)Manish Pandey
3,"Mar 30, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",RCB,SRH,2,4.4,Angkrish Raghuvanshi,Kartik Tyagi,4,0,0,0,0,0,bowled,,
5,"Mar 29, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",LSG,RCB,1,0.1,Hardik Pandya,AM Ghazanfar,0,0,0,0,0,0,,,
1,"Apr 02, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",CSK,SRH,2,3.2,Prabhsimran Singh,Shahbaz Ahmed,1,0,0,0,1,0,,,
4,"Mar 30, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",PBKS,KKR,1,14.5,Shubman Gill,Ravindra Jadeja,1,0,1,0,0,0,,,
4,"Mar 31, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",LSG,KKR,1,0.1,Pathum Nissanka,Harsh Dubey,1,1,0,0,0,0,,,
3,"Apr 01, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",GT,DC,1,9.9,Heinrich Klaasen,Matt Henry,1,0,0,0,0,0,,,
3,"Apr 02, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",MI,KKR,1,0.8,Washington Sundar,Rashid Khan,4,0,0,0,0,1,,,
2,"Apr 02, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",RR,CSK,2,0.1,Shubman Gill,Varun Chakaravarthy,0,1,0,0,0,0,caught,,
4,"Mar 28, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",SRH,MI,1,2.8,Yashasvi Jaiswal,Blessing Muzarabani,1,1,0,0,0,0,,,
5,"Mar 30, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",SRH,KKR,1,10.9,Shivang Kumar,Ravindra Jadeja,0,0,0,0,0,0,,,
5,"Mar 28, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",RR,RCB,1,0.1,Aniket Verma,Mohsin Khan,4,0,0,0,0,0,,,Anukul Roy
5,"Apr 01, 2026",League stage,"Eden Gardens, Kolkata",PBKS,KKR,1,0.1,Pathum Nissanka,Arshdeep Singh,4,0,0,0,0,0,,,
3,"Apr 01, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,RR,1,5.6,Rinku Singh,Kartik Tyagi,1,0,0,0,0,0,caught,,
4,"Mar 31, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",KKR,GT,1,12.9,Shubman Gill,Mohammed Shami,0,0,1,0,0,0,,,
5,"Mar 29, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",GT,GT,1,11.3,Sarfaraz Khan,Marco Jansen,1,0,0,0,0,0,,,
1,"Mar 31, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",SRH,GT,2,0.1,Shubman Gill,Marco Jansen,6,0,0,0,1,0,,,
6,"Mar 28, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",LSG,SRH,2,17.6,Ryan Rickelton,Vaibhav Arora,0,0,0,0,0,0,,,
4,"Mar 28, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",KKR,SRH,1,15.5,Ruturaj Gaikwad,Prasidh Krishna,1,0,0,0,0,0,,,
4,"Mar 28, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",PBKS,KKR,2,9.0,Ryan Rickelton,Jaydev Unadkat,0,0,0,0,0,0,,,
5,"Mar 31, 2026",League stage,"Wankhede Stadium, Mumbai",KKR,MI,1,0.1,Tristan Stubbs,Yuzvendra Chahal,0,0,0,0,0,0,,,
6,"Mar 28, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",RCB,LSG,1,0.1,Angkrish Raghuvanshi,Hardik Pandya,4,0,0,0,0,0,bowled,,
1,"Apr 01, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",LSG,SRH,2,13.0,Nicholas Pooran,Ravindra Jadeja,0,0,0,0,0,0,caught,,
1,"Mar 29, 2026",League stage,"Eden Gardens, Kolkata",KKR,SRH,1,4.9,Shivang Kumar,Jaydev Unadkat,2,0,0,0,1,0,,,
2,"Mar 30, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",CSK,SRH,2,13.1,Finn Allen,Mohammed Shami,1,0,0,0,0,0,,,
5,"Apr 01, 2026",League stage,"Wankhede Stadium, Mumbai",MI,GT,2,12.5,Jos Buttler,Eshan Malinga,6,0,0,0,0,0,bowled,,
1,"Mar 31, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",LSG,RR,1,11.3,Kartik Sharma,Krunal Pandya,0,0,0,0,0,0,,,Rashid Khan
2,"Apr 01, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",GT,KKR,1,0.1,Yashasvi Jaiswal,Noor Ahmad,1,0,0,0,0,0,caught,,
6,"Mar 29, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",GT,KKR,2,14.7,Jamie Overton,Yuzvendra Chahal,1,0,0,0,0,0,,Glenn Phillips,
1,"Mar 30, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",RCB,GT,2,10.5,Sarfaraz Khan,Romario Shepherd,4,0,0,0,0,0,,,
3,"Mar 30, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",SRH,PBKS,1,2.9,Rahul Tewatia,Kartik Tyagi,0,0,0,0,0,0,,,
1,"Mar 30, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",PBKS,KKR,2,15.5,Vaibhav Arora,Natarajan,1,0,0,0,1,0,,,
2,"Mar 28, 2026",League stage,"Wankhede Stadium, Mumbai",CSK,LSG,2,0.1,Ramandeep Singh,Vipraj Nigam,1,0,0,0,0,0,caught,,
3,"Apr 01, 2026",League stage,"Eden Gardens, Kolkata",RR,LSG,2,10.3,Finn Allen,Bhuvneshwar Kumar,0,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"Eden Gardens, Kolkata",DC,PBKS,2,4.5,Jamie Overton,Vijaykumar Vyshak,1,0,0,0,0,0,,,
2,"Apr 02, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",GT,SRH,1,12.1,Sarfaraz Khan,Shahbaz Ahmed,0,0,0,0,0,0,,,
5,"Mar 30, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",KKR,DC,2,0.1,Heinrich Klaasen,Jasprit Bumrah,1,0,0,0,0,0,,,
2,"Apr 01, 2026",League stage,"Eden Gardens, Kolkata",KKR,RR,1,10.0,Ryan Rickelton,Prince Yadav,6,0,0,0,0,0,,,
5,"Apr 01, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",SRH,LSG,2,7.8,Noor Ahmad,Prince Yadav,1,0,1,0,0,0,,,
6,"Mar 28, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",KKR,GT,2,8.7,Mitchell Marsh,Mohammed Shami,1,0,0,0,0,0,caught,,
3,"Mar 30, 2026",League stage,"Eden Gardens, Kolkata",GT,DC,1,4.1,Aniket Verma,Vaibhav Arora,0,0,0,0,0,0,,,
5,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",KKR,KKR,2,14.5,Harshal Patel,Axar Patel,2,0,0,0,0,0,,,
2,"Mar 30, 2026",League stage,"Wankhede Stadium, Mumbai",SRH,KKR,1,5.7,Marco Jansen,Yuzvendra Chahal,2,4,0,0,0,0,bowled,,Heinrich Klaasen
1,"Apr 01, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",PBKS,MI,2,0.1,Aniket Verma,Nitish Reddy,1,0,0,0,1,1,,,Aniket Verma
5,"Mar 30, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,KKR,2,0.1,Travis Head,Harsh Dubey,0,0,0,0,0,0,,,
1,"Mar 31, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",GT,CSK,2,13.0,Noor Ahmad,Blessing Muzarabani,1,0,0,0,0,0,caught,,
1,"Mar 28, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",RCB,RR,2,10.1,Virat Kohli,Eshan Malinga,0,0,0,0,0,0,,,
2,"Apr 02, 2026",League stage,"Wankhede Stadium, Mumbai",GT,KKR,2,0.1,Jos Buttler,Jacob Duffy,2,0,0,0,0,0,,,
2,"Mar 28, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",CSK,KKR,2,0.1,Shubman Gill,Vaibhav Arora,0,0,0,0,0,0,,,
2,"Mar 30, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",SRH,LSG,1,2.2,Jamie Overton,Shardul Thakur,0,0,0,0,0,0,,,
6,"Apr 02, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",CSK,PBKS,1,0.1,Matthew Short,Anrich Nortje,1,0,0,0,0,0,,,
4,"Mar 30, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",CSK,CSK,2,0.6,Travis Head,Bhuvneshwar Kumar,0,0,0,0,0,0,,,
1,"Mar 30, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",KKR,PBKS,2,9.4,Salil Arora,Brijesh Sharma,1,0,0,0,0,0,,,
4,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",KKR,PBKS,1,1.5,Sunil Narine,Anukul Roy,0,2,0,0,0,0,,,
3,"Mar 30, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",MI,SRH,1,0.1,Abhishek Sharma,Prince Yadav,0,1,0,0,0,0,,,
1,"Mar 30, 2026",League stage,"Wankhede Stadium, Mumbai",RCB,LSG,1,0.1,Nitish Reddy,Mukesh Kumar,4,0,0,0,0,0,,,
1,"Apr 01, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",RR,SRH,2,9.6,Rajat Patidar,Krunal Pandya,4,0,0,0,0,0,,Rahul,
4,"Apr 01, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",MI,GT,2,19.6,Ryan Rickelton,Kartik Tyagi,1,1,0,0,0,0,,,
