HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,Base_Stats,normal_weakness,fire_weakness,water_weakness,electric_weakness,grass_weakness,ice_weakness,fighting_weakness,poison_weakness,ground_weakness,flying_weakness,psychic_weakness,bug_weakness,rock_weakness,ghost_weakness,dragon_weakness,dark_weakness,steel_weakness,fairy_weakness,height_inches,height_meters,weight_pounds,weight_kilograms,capturing_rate,gender_male_ratio,egg_steps,egg_cycles,abilities,Type 1,Type 2,Classification_info,Forms,gen,Is_Legendary,Is_Mythical,Is_Ultra_Beast,number_immune,number_not_effective,number_normal,number_super_effective
52,82,133,65,126,31,552,0.13,1.03,2.09,0.01,4.0,1.9,4.0,2.08,4.0,0.96,2.08,0.48,0.99,0.1,1.0,0.57,1.0,1.81,852,2.5,45.8,150.5,180,22.43,3235,42,Available; Rough Skin; Sand Veil,Ground,Normal,Trainee,Two-Segment Form; Three-Segment Form,1,0,0,1,2,3,7,1
92,63,214,85,67,95,449,1.0,0.48,1.02,3.61,0.45,1.97,4.0,0.99,2.1,0.28,0.99,4.0,1.0,0.0,1.0,0.45,2.07,2.75,2320,0.5,1737.6,431.2,53,46.0,4136,36,Infiltrator; Shed Skin,Ghost,Fire,Soft Tissue,Alolan Geodude,4,1,0,0,2,4,11,4
212,94,84,70,124,86,490,1.0,1.03,4.0,0.0,0.43,0.54,1.01,2.07,4.0,1.01,1.95,0.49,1.96,0.1,1.0,1.0,1.0,0.48,489,2.6,396.8,73.3,61,21.07,15980,201,Available; Inner Focus; Synchronize,Grass,Steel,Water Bird,Alolan Rattata,3,1,0,0,3,6,9,6
110,157,107,41,97,29,354,0.5,1.01,1.92,0.09,3.62,0.25,3.36,1.01,2.03,2.02,0.49,3.83,2.0,2.0,1.9,0.43,2.02,0.25,892,0.1,257.2,415.3,252,50.8,5678,3,Steelworker,Electric,Rock,Jolly,Mega Venusaur,8,1,0,1,1,6,16,5
91,64,115,100,85,78,303,0.15,2.05,0.96,0.46,0.53,1.98,0.99,4.0,0.06,1.99,1.94,0.47,2.02,2.1,0.4,0.48,1.02,0.56,2612,10.6,1373.4,90.2,89,,30720,53,Swift Swim; Water Absorb; Water Veil,Dark,,Jolly,Alolan Marowak,3,1,0,1,3,5,14,1
109,92,70,110,74,39,557,0.54,2.01,0.49,0.48,1.02,3.73,0.49,4.0,0.64,1.0,0.98,1.0,0.97,1.0,0.4,1.96,0.48,0.25,563,1.1,1223.4,37.1,50,16.97,5341,204,Ice Body; Oblivious; Thick Fat,Poison,Dark,Spirit,Alolan Muk,2,1,1,0,1,2,12,1
61,57,53,49,54,57,421,0.24,0.31,2.06,0.0,1.01,4.0,4.0,1.92,0.61,2.0,0.98,0.48,2.03,1.0,0.0,1.0,0.48,3.56,2179,1.8,45.2,79.8,88,23.07,5122,64,Overcoat; Slow Start,Steel,Ground,Dopey,Galarian Moltres,5,0,1,0,1,6,12,2
80,79,111,141,36,90,622,0.47,2.01,2.98,3.77,0.48,3.01,0.43,0.61,0.61,2.72,1.0,2.06,2.01,1.0,0.2,0.4,0.25,1.0,2261,6.3,0.2,168.0,78,8.12,8110,38,Alola Form; Alola Form Abilities; Available; Gluttony; Guts; Hidden; Hustle; Run Away; Thick Fat,Psychic,Ice,Sheep,Dusk Mane Necrozma; Dawn Wings Necrozma; Ultra Necrozma,5,0,0,0,2,6,8,6
125,83,92,48,47,78,444,0.52,4.0,0.25,4.0,2.06,3.0,3.88,0.98,0.62,0.99,1.95,0.47,1.01,1.0,0.5,0.25,1.98,0.55,510,2.3,301.4,224.0,73,58.66,30720,177,Contrary; Overgrow,Fire,Dragon,Hibernator,,8,1,1,0,3,1,11,4
53,116,48,100,142,43,417,0.46,1.01,1.98,3.02,2.01,0.55,0.0,0.04,1.94,3.53,1.89,1.03,1.93,1.0,1.0,0.32,0.25,0.31,731,0.1,14.0,921.2,42,17.54,30720,72,Arena Trap; Available; Hyper Cutter; Sheer Force,Fighting,Psychic,Wool,Hisuian Braviary,7,1,1,1,3,10,9,1
64,89,116,119,230,77,393,0.0,1.84,0.95,1.01,0.54,1.92,1.99,2.09,0.0,2.01,0.51,3.31,1.02,0.1,1.0,1.03,2.13,1.01,198,1.2,1567.0,6.8,13,16.43,5706,52,Cornerstone Mask; Cornerstone Mask Abilities; Defiant; Hearthflame Mask Abilities; Mold Breaker; Sturdy; Teal Mask Abilities; Terastallised Abilities; Water Absorb; Wellspring Mask Abilities,Rock,Grass,Nebula,Male; Female,7,1,0,0,2,3,11,4
48,132,104,78,91,32,375,0.49,0.25,4.0,1.94,2.06,0.45,0.99,1.0,0.16,1.84,1.95,1.01,1.0,1.0,2.0,0.51,0.44,1.02,162,0.1,60.3,898.2,13,4.71,2297,123,Available; Inner Focus; Magic Guard; Synchronize,Fighting,Poison,Cat Ferret,Mega Steelix,1,1,1,0,1,2,14,3
76,70,184,57,149,37,644,0.59,2.03,2.08,0.49,2.02,1.99,3.02,3.34,0.99,2.03,0.97,0.48,1.0,0.6,0.5,2.01,0.53,0.99,2809,2.2,160.3,110.1,67,,8835,112,Infiltrator; Pressure,Dragon,Dark,Dog,Dusk Mane Necrozma; Dawn Wings Necrozma; Ultra Necrozma,6,0,0,0,0,3,16,1
69,93,61,113,136,55,628,1.0,0.51,0.52,0.06,4.0,3.71,0.27,0.99,3.67,0.99,1.03,0.39,3.74,1.0,1.9,1.96,0.49,1.86,172,0.7,911.2,399.5,80,,30720,48,Victory Star,Poison,Ground,Spicy Pepper,Alolan Sandslash,8,0,1,0,0,1,5,1
69,81,91,65,57,88,330,0.23,0.6,1.02,1.99,0.49,3.68,1.99,4.0,2.1,1.03,0.97,1.98,1.92,1.0,0.5,2.09,0.99,0.5,459,1.8,50.7,0.1,253,82.34,2516,66,Available; Sand Force; Sturdy; Weak Armor,Poison,Poison,Eaglet,Mega Steelix,1,0,1,0,2,2,8,2
32,125,54,62,114,105,502,0.99,0.25,0.74,2.02,0.47,0.39,4.0,1.03,2.05,0.43,0.01,0.99,0.98,0.0,1.0,0.98,0.42,0.99,1391,2.0,70.2,274.0,104,4.55,22234,192,Defiant; Inner Focus; Vital Spirit,Ground,Fighting,Emotion,Hisuian Arcanine,5,1,0,0,3,6,13,3
74,117,97,39,76,67,483,0.28,2.0,1.0,0.52,3.72,0.42,3.85,2.02,0.65,1.03,2.03,4.0,0.56,0.0,1.0,0.25,1.01,2.0,418,0.7,670.9,9.6,39,85.29,30720,66,Chlorophyll; Sap Sipper; Serene Grace,Bug,Rock,Beak,Solo Form; School Form,6,1,0,0,3,6,15,3
109,75,60,112,86,46,484,0.53,2.07,0.51,0.97,0.95,0.29,0.31,1.0,1.05,0.37,0.48,2.04,1.91,0.5,1.8,0.25,0.99,1.98,1544,1.4,62.7,47.5,45,52.29,5099,212,Available; Hydration; Keen Eye; Rain Dish,Water,Bug,EleFish,Alolan Golem,3,0,1,1,1,9,9,4
85,86,95,104,76,112,420,1.0,0.6,0.59,1.0,0.99,2.03,0.13,4.0,1.99,0.51,1.02,0.25,3.62,2.0,2.0,1.0,2.04,4.0,1890,0.4,358.6,34.9,74,77.4,5204,120,Zero to Hero,Psychic,Ground,Skunk,Mega Absol,8,0,1,1,1,6,9,7
80,73,67,119,48,50,290,0.56,2.04,1.96,3.23,0.31,1.0,2.03,3.67,0.0,0.98,2.08,0.44,4.0,0.0,2.0,0.98,2.09,1.01,567,1.8,619.0,0.1,68,43.5,17220,136,Available; Hydration; Water Absorb,Electric,,Gleam Eyes,Ice Rider; Shadow Rider,7,0,0,0,0,4,12,6
88,137,96,55,53,48,564,1.0,0.97,0.42,2.01,1.95,0.4,0.54,1.01,0.55,0.45,0.08,0.99,1.01,1.0,0.1,0.99,0.25,4.0,408,3.2,905.2,83.0,227,81.36,16821,376,Mirror Armor; Pressure; Unnerve,Fire,Water,Toxic Mouth,Mega Medicham,1,1,0,1,1,2,13,3
61,90,76,118,77,59,558,1.0,0.54,1.01,0.96,0.95,0.52,0.94,0.57,0.16,2.86,0.99,0.54,0.45,1.9,0.5,1.0,0.25,4.0,2216,1.0,460.9,82.7,118,18.82,7253,234,Battle Bond; Protean; Torrent,Fairy,,EleFrog,Hisuian Zorua,9,0,0,0,0,6,12,2
74,74,146,105,95,66,623,0.53,0.68,4.0,0.98,0.25,2.03,3.82,1.02,0.54,0.98,0.45,0.37,1.95,0.1,1.0,0.98,0.99,1.83,794,18.1,2184.9,12.0,48,80.15,8876,49,Available; Rock Head; Sturdy; Swift Swim,Bug,Flying,Shadow,Mega Metagross,8,1,1,1,2,4,6,1
66,79,70,52,151,93,342,0.1,0.51,4.0,1.97,0.25,0.74,3.61,0.54,0.61,0.49,1.93,0.51,1.03,0.0,2.0,0.54,0.54,0.4,405,0.1,25.0,24.2,106,20.07,3464,180,Available; Cute Charm; Fluffy; Klutz,Fighting,Bug,Hex Nut,Hero of Many Battles; Crowned Shield,3,0,0,0,2,4,12,6
51,119,46,118,206,42,455,1.0,0.25,3.12,1.87,0.51,3.52,0.95,0.3,1.02,3.84,0.19,2.2,1.0,1.0,0.1,2.06,0.4,0.25,1703,0.1,205.1,129.2,66,72.46,5885,539,Available; Moody; Own Tempo; Technician,Ice,Rock,Megaton,Alolan Geodude,4,1,1,1,2,2,9,2
68,63,148,47,75,64,332,0.5,1.03,1.02,0.99,0.48,1.95,1.0,4.0,0.98,4.0,0.09,1.0,2.06,2.1,1.0,0.5,0.97,0.5,1455,1.4,1359.1,56.7,36,,3574,16,Rain Dish; Torrent,Water,Ice,Balloon,Standard Mode; Zen Mode; Galarian Standard Mode; Galarian Zen Mode,2,0,0,1,2,11,12,1
71,79,119,97,227,77,420,0.98,3.03,0.42,1.01,0.25,1.9,0.57,0.34,2.03,0.44,2.04,1.04,3.33,0.1,2.0,1.0,0.53,0.99,93,3.7,297.4,32.2,45,78.31,8583,67,Honey Gather; Pickup; Quick Feet,Bug,Psychic,Intimidation,Galarian Corsola,7,1,1,1,1,5,11,1
30,127,39,46,110,87,313,0.45,1.0,1.04,0.0,0.46,1.0,0.27,2.03,0.98,2.89,0.36,0.49,0.42,0.0,2.0,1.93,0.54,0.49,582,5.1,41.2,37.6,52,5.26,8892,75,Own Tempo; Pickup; Run Away,Ghost,Dark,Garden Eel,Mega Houndoom,9,1,0,1,0,4,10,2
18,131,127,60,68,40,583,0.42,0.46,0.56,1.87,2.02,1.02,1.05,1.97,1.02,0.35,0.47,0.52,0.5,0.5,0.5,0.34,0.25,1.94,519,4.5,1864.9,100.8,3,5.39,5055,182,Chlorophyll; Effect Spore,Flying,Dragon,String Spit,Alolan Golem,9,1,1,1,3,5,7,2
65,89,83,99,76,122,492,0.46,0.6,0.47,1.94,1.0,0.48,3.06,1.05,3.79,1.89,1.99,1.01,0.38,2.0,1.9,0.25,1.99,0.5,570,0.6,50.0,55.4,41,,5036,54,Poison Touch; Swift Swim; Water Absorb,Psychic,Dragon,Frill,Amped Form; Low Key Form,2,0,1,0,1,5,15,6
86,83,145,134,78,62,500,0.52,1.94,0.78,2.0,1.02,0.55,1.04,4.0,2.02,2.0,0.0,0.98,4.0,0.5,0.0,1.97,1.0,1.94,1208,2.1,2204.4,114.6,250,6.08,2300,121,Available; Clear Body; Liquid Ooze; Rain Dish,Ice,Flying,Pitch-Black,Mega Gengar,8,0,1,0,3,4,12,1
55,99,133,69,114,18,487,0.52,1.02,1.94,1.97,3.82,0.25,1.98,0.5,0.59,0.48,1.0,0.98,0.46,1.9,0.0,2.04,0.25,0.97,2242,0.8,23.2,21.9,32,16.82,5250,68,Flame Body; Flash Fire; Run Away,Fire,Ice,Blast Turtle,Mega Steelix,7,0,1,1,1,1,9,1
93,105,82,46,66,69,503,0.0,0.37,4.0,4.0,0.51,0.45,0.01,2.17,1.92,1.0,0.0,1.0,3.36,2.1,0.5,0.48,0.51,1.0,683,5.2,390.9,36.0,3,19.48,20418,240,Clear Body; Cursed Body; Infiltrator,Poison,Grass,Skunk,Full Belly Mode; Hangry Mode,7,0,0,1,0,1,7,7
83,114,113,54,62,105,358,0.0,0.42,0.71,2.08,3.75,0.43,1.0,0.5,1.04,1.97,0.0,0.53,2.0,0.6,1.0,1.95,0.25,0.97,492,1.2,198.0,118.6,214,82.99,10969,108,Available; Chlorophyll; Harvest,Dark,Electric,Sunne,Amped Form; Low Key Form,2,0,0,0,1,5,4,1
42,62,79,66,37,127,515,1.0,2.02,0.51,2.03,0.25,0.42,4.0,0.0,0.14,1.94,0.99,3.88,2.04,0.0,0.0,0.99,0.44,1.01,671,1.3,373.2,30.0,13,3.41,5295,121,Scrappy; Soundproof,Dragon,,Fresh Snow,Ice Face; Noice Face,4,1,0,0,1,1,12,5
84,75,85,98,160,29,558,1.0,1.0,1.99,2.37,3.16,2.0,1.95,2.07,2.08,0.99,2.02,4.0,0.35,2.1,1.9,0.98,0.46,0.42,766,2.1,58.4,47.4,5,88.14,30720,36,Available; Pickup; Run Away; Vital Spirit,Dark,Grass,Sun,Shield Forme; Blade Forme,4,1,0,1,0,0,13,5
68,88,80,60,91,35,444,0.41,0.99,0.55,0.06,2.03,2.05,2.05,0.32,2.09,0.98,2.11,0.47,0.97,1.0,2.0,0.39,0.38,4.0,115,5.8,1649.6,1.9,203,22.04,3931,121,Protean; Torrent,Grass,Dragon,White Bird,Alolan Golem,8,0,1,1,1,3,9,2
131,50,90,23,230,66,348,1.0,0.48,2.06,0.07,0.44,0.94,1.96,2.11,0.2,0.57,0.17,0.56,3.74,1.0,1.0,1.01,2.03,1.92,2547,0.1,208.8,37.1,49,54.71,3526,78,Available; Compound Eyes; Tinted Lens,Water,,Despot,Two-Segment Form; Three-Segment Form,2,1,0,0,2,6,11,3
99,111,57,54,49,80,291,1.0,0.42,1.01,0.45,0.45,0.43,0.97,4.0,0.63,1.98,1.02,0.54,4.0,1.0,1.8,0.98,0.99,0.58,88,2.1,1469.3,68.2,41,4.67,5528,40,Steadfast; Scrappy,Electric,Fairy,Ball Roll,Amped Form; Low Key Form,6,0,1,1,2,2,13,7
57,59,73,93,99,50,283,0.0,0.53,3.23,0.0,0.51,3.41,0.55,0.51,3.39,1.96,0.96,0.45,4.0,0.0,1.0,0.47,1.95,3.6,2787,2.0,358.0,14.5,120,19.03,3792,15,Compound Eyes; Swarm; Unnerve,Grass,Ice,Fire Pig,Combat Breed; Blaze Breed; Aqua Breed,7,1,1,0,2,2,8,1
205,108,52,116,22,103,455,0.0,2.05,1.01,0.99,0.95,2.02,2.01,0.35,0.02,1.0,0.99,0.57,2.12,2.1,0.5,0.99,1.01,1.9,77,0.7,222.7,303.5,110,18.02,5193,52,Flash Fire; Heatproof; Steam Engine,Water,Water,Lightning,Ice Face; Noice Face,6,1,1,1,3,2,6,5
120,58,122,39,58,71,614,1.0,3.91,1.05,0.03,4.0,1.05,0.98,0.23,1.03,4.0,0.97,1.0,3.61,0.5,0.2,1.0,0.98,0.98,1633,5.7,255.9,154.6,39,46.43,9059,75,Shadow Tag; Telepathy,Dragon,Flying,Brutal,Eternamax,3,1,0,1,0,2,5,2
104,69,111,47,121,80,548,0.16,0.29,0.57,0.98,0.3,0.62,2.03,0.04,0.55,2.03,0.24,3.35,0.43,2.1,0.5,0.61,2.14,0.99,224,0.3,932.8,305.0,3,,30720,181,Chlorophyll; Sap Sipper; Serene Grace,Rock,,Frigatebird,,9,1,1,0,2,4,11,6
51,73,84,66,66,87,606,0.16,4.0,1.02,1.03,4.0,0.97,0.02,0.24,0.97,0.98,1.98,0.25,3.73,0.1,1.0,1.92,0.49,1.92,119,2.7,354.1,531.5,54,,4941,45,Infiltrator; Pressure,Grass,Bug,Soft Tissue,Mega Latias,1,1,0,0,3,2,16,3
100,108,63,64,107,76,351,0.18,2.01,0.33,0.21,0.59,0.5,4.0,4.0,2.01,2.04,0.0,0.38,0.38,0.0,2.0,1.01,0.46,0.57,641,0.4,184.0,80.9,14,51.59,13204,3,Harvest; Seed Sower,Water,,Sky High,Mega Medicham,8,1,0,0,3,4,9,3
57,62,62,118,49,68,427,0.0,1.02,0.56,0.44,0.42,1.0,0.0,0.55,4.0,0.46,0.0,1.99,1.01,0.2,0.0,0.25,1.02,2.01,1034,0.3,61.8,53.6,13,18.31,30720,78,Flash Fire; Weak Armor,Fighting,Poison,Mystic,Mega Salamence,5,1,1,0,1,4,9,5
43,77,68,84,87,88,589,0.56,1.03,0.57,0.52,1.0,0.98,0.52,2.0,0.51,3.29,0.98,1.05,1.99,1.0,0.0,1.83,0.44,1.99,430,1.4,345.3,951.0,11,43.34,8644,350,Available; Iron Barbs; Lightning Rod; Sturdy,Fire,,Beak,White Kyurem; Black Kyurem,9,0,0,0,2,3,12,2
85,127,127,91,230,136,512,0.47,4.0,3.86,4.0,0.25,0.98,3.66,1.0,0.58,3.92,0.0,1.01,1.0,1.0,1.0,0.99,1.94,0.99,187,1.0,232.7,161.2,3,4.23,28638,374,Alola Form; Alola Form Abilities; Available; Drought; Flash Fire; Hidden; Snow Cloak; Snow Warning,Bug,Ground,Herb,Altered Forme; Origin Forme,5,0,1,0,2,2,9,5
69,115,58,97,193,70,534,0.0,0.41,3.23,2.04,4.0,3.0,3.69,0.99,1.06,1.01,0.47,2.97,1.05,2.0,0.0,1.0,0.46,1.0,1872,0.5,315.5,105.1,166,3.97,4879,47,Frisk; Toxic Chain,Steel,Dragon,Insect,Paldean Wooper,7,0,0,0,1,0,13,7
66,143,133,59,230,103,305,1.0,4.0,1.94,0.02,0.25,1.92,0.99,0.97,2.04,0.99,0.23,0.6,2.0,2.0,0.6,0.97,0.51,1.99,383,1.4,2.0,367.3,75,83.69,27740,59,Cloud Nine; Oblivious; Own Tempo,Poison,Dragon,Tiny Pigeon,Mega Sceptile,7,0,1,1,0,0,16,2
79,55,134,51,117,66,554,0.47,0.99,1.01,0.22,0.43,3.48,1.0,0.25,3.13,1.0,2.0,2.04,0.98,0.0,0.1,1.0,0.5,1.94,171,1.8,158.0,45.5,108,21.44,5639,179,Cheek Pouch; Pickup; Plus,Fairy,Rock,Trash Bag,Zero Form; Hero Form,3,1,0,0,0,6,7,3
66,108,193,96,53,79,318,0.52,0.98,1.87,0.99,0.49,3.83,0.06,1.99,0.25,0.99,0.02,0.25,0.98,0.1,0.5,1.01,0.27,0.31,255,0.7,144.9,28.6,230,,6035,13,Armor Tail; Cud Chew; Sap Sipper,Ghost,Flying,Starling,Mega Metagross,7,0,1,1,3,4,5,5
89,106,63,49,143,147,538,0.51,0.43,1.0,0.04,0.57,3.93,3.16,4.0,4.0,0.32,2.09,2.06,0.49,0.1,0.5,1.01,0.39,2.03,147,1.6,510.7,432.8,3,86.61,5315,182,Aftermath; Available; Stench; Sticky Hold,Grass,Ice,Hands-On,Mega Kangaskhan,9,1,0,0,2,10,14,2
179,41,129,56,76,116,585,1.0,2.07,3.45,3.33,3.77,2.01,0.44,0.54,1.0,1.0,1.99,1.05,0.39,0.2,2.0,0.51,1.0,1.0,288,2.6,2204.4,421.1,182,7.39,9136,123,Adaptability; Mold Breaker; Rattled,Poison,Fairy,Hex Nut,Mega Sharpedo,3,1,0,0,1,3,8,6
83,63,110,66,159,98,436,0.46,0.98,2.03,1.99,0.49,3.69,0.28,0.22,1.02,2.96,0.51,2.05,1.0,1.9,0.6,0.29,0.42,3.96,4175,0.8,113.8,51.7,42,,6877,44,Available; Defiant; Receiver,Grass,Psychic,Eruption,Alolan Dugtrio,7,0,0,0,1,6,13,7
106,116,85,122,62,52,583,0.13,0.99,0.42,1.02,0.99,0.96,2.07,1.0,4.0,0.98,0.97,2.14,2.08,0.5,1.0,1.87,0.47,3.83,263,1.0,530.9,334.2,131,21.31,5466,74,Available; Gluttony; Immunity; Thick Fat,Flying,Psychic,Big Horn,Alolan Vulpix,2,1,1,1,1,11,13,6
89,90,131,44,38,54,578,0.55,0.53,0.58,3.5,3.37,0.57,2.08,2.12,4.0,1.92,0.0,3.3,1.92,0.0,2.0,1.0,0.67,2.98,504,2.5,545.2,43.1,187,3.95,7754,230,Available; Ice Body; Inner Focus; Moody,Fairy,Water,Hard Shell,Solo Form; School Form,5,1,1,0,2,10,6,6
10,58,137,125,85,48,460,0.49,1.0,2.58,0.11,1.01,2.01,1.0,1.94,0.47,1.91,0.48,0.53,1.95,0.5,0.0,2.04,1.03,1.92,1374,1.0,67.4,223.5,173,3.08,9468,83,Guts; Iron Fist; Sheer Force,Water,,Lingering,Teal Mask; Wellspring Mask; Hearthflame Mask; Cornerstone Mask,5,1,1,1,0,1,12,3
47,137,51,59,47,63,436,0.02,4.0,2.12,2.08,4.0,2.0,0.15,2.02,1.01,3.07,2.01,0.51,0.99,0.6,0.4,2.06,2.05,1.04,338,1.3,88.0,119.0,33,48.58,7776,261,Disguise,Rock,Ghost,Ogre Darner,Amped Form; Low Key Form,7,1,1,1,1,2,9,1
72,105,53,127,105,60,535,0.51,0.26,0.56,0.51,0.97,1.94,1.97,0.53,0.62,0.96,0.0,3.36,3.48,1.0,0.0,0.97,1.91,0.52,569,0.9,51.4,169.2,3,5.35,30720,77,Quick Feet; Rattled; Run Away,Electric,Fire,Young Fowl,Mega Ampharos,2,0,0,0,2,11,10,4
73,94,73,47,109,42,353,0.0,0.54,1.0,0.08,0.98,0.97,1.01,0.21,0.0,4.0,0.2,0.57,0.54,1.0,0.4,0.45,0.99,0.25,4283,2.6,110.3,17.8,44,22.8,6902,37,Armor Tail; Cud Chew; Sap Sipper,Psychic,Ground,Atrocious,Hisuian Zorua,4,1,0,0,1,6,4,3
58,100,87,37,96,92,298,0.0,3.57,0.49,0.11,0.52,0.94,1.96,3.34,1.07,1.0,1.02,0.43,1.98,0.5,0.0,1.87,0.48,0.51,411,12.5,212.8,81.3,67,22.73,2059,244,Plus; Static,Bug,Steel,Small Fry,Mega Charizard X; Mega Charizard Y,3,0,0,1,1,4,10,6
50,67,80,123,103,50,379,1.0,1.03,0.48,0.0,0.46,0.51,1.0,0.27,1.03,1.0,0.09,2.07,1.99,0.1,2.0,0.25,1.03,0.96,391,3.0,287.3,56.4,54,4.12,3370,98,Poison Touch; Swift Swim; Water Absorb,Electric,Flying,Glowing,Mega Beedrill,5,1,0,0,3,9,7,3
30,76,96,51,200,57,551,0.0,2.15,3.52,0.52,0.52,2.0,3.39,0.27,3.57,3.52,0.54,0.51,1.0,0.4,1.0,0.25,0.96,0.5,198,1.2,0.2,55.8,3,4.33,7639,41,Early Bird; Inner Focus; Sap Sipper,Fighting,Fighting,Evolution,Primal Kyogre,1,0,0,1,3,4,11,6
91,40,160,61,26,40,553,1.0,4.0,0.53,0.47,0.26,0.49,4.0,4.0,1.0,3.65,0.0,0.55,0.37,2.1,0.0,0.49,0.25,0.98,486,2.4,49.9,76.6,21,,19892,256,Orichalcum Pulse,Dragon,Ground,Dragon Orb,Mega Gyarados,8,1,1,1,2,1,10,4
77,97,35,94,97,78,387,0.98,2.02,3.37,0.98,0.98,0.25,1.97,1.01,1.0,4.0,0.26,0.54,1.96,0.5,1.0,1.93,0.47,0.25,941,4.6,43.0,0.3,183,83.1,3320,82,Infiltrator; Speed Boost,Flying,Ground,Dolphin,Mega Sceptile,4,0,1,1,0,6,16,4
89,89,169,85,86,82,558,0.11,2.05,0.55,0.99,1.02,0.25,0.51,2.8,0.99,0.51,1.99,0.99,0.99,0.5,0.0,1.92,0.25,1.01,200,1.9,221.8,7.2,178,24.69,5346,16,No Guard,Fighting,Electric,Love-Hate,Mega Lucario,9,1,0,0,3,10,15,4
42,37,96,30,69,63,507,0.12,1.97,0.66,0.51,0.39,1.99,4.0,0.51,1.03,2.02,0.05,2.27,4.0,1.0,0.1,0.3,2.07,2.07,304,3.0,78.5,21.3,3,22.96,7291,29,Good as Gold,Electric,Dragon,Blade Quill,Galarian Slowpoke,9,0,0,1,2,5,9,1
73,92,47,76,93,106,303,0.0,1.99,1.98,0.14,0.25,0.54,1.0,1.02,0.18,1.02,0.45,0.42,0.99,1.0,0.4,1.93,0.5,1.95,70,0.4,189.7,170.5,170,77.26,14536,53,Available; Effect Spore; Illuminate; Rain Dish,Ground,Steel,Bronze,Mega Heracross,4,1,1,0,0,3,12,4
31,148,106,136,108,39,548,0.37,1.03,4.0,0.97,0.43,2.05,1.0,0.45,1.05,4.0,0.4,2.15,1.02,1.0,0.0,0.32,1.87,1.02,210,3.5,241.9,29.8,53,3.21,3938,207,Defiant; Inner Focus; Pressure,Fairy,Dark,Magnet Area,Mega Pidgeot,7,1,0,1,2,0,12,6
57,80,88,122,30,39,364,0.57,0.47,0.42,0.05,0.52,1.92,1.04,1.9,3.99,1.0,0.45,1.03,0.95,1.0,1.0,0.53,0.59,0.51,1173,2.4,276.8,525.1,186,,3228,53,Available; Honey Gather; Shield Dust; Sweet Veil,Water,Dragon,Ambush,Alolan Raichu,4,1,0,0,1,4,9,6
81,122,50,134,125,106,355,0.46,1.05,2.01,0.48,1.92,3.8,1.02,0.52,1.91,3.69,1.88,2.13,0.99,0.5,1.0,0.41,0.98,0.77,663,0.3,2021.8,15.6,53,49.1,7503,275,Sand Stream; Unnerve,Steel,Fighting,Sea Otter,Combat Breed; Blaze Breed; Aqua Breed,8,0,0,1,2,4,12,4
41,111,134,78,181,114,325,0.99,1.01,1.04,4.0,4.0,0.25,3.94,0.1,0.98,1.96,1.0,0.43,1.96,1.0,2.0,2.08,1.0,1.02,393,11.0,21.2,33.2,3,47.52,7553,540,Cursed Body; Frisk; Insomnia,Fire,Psychic,Fire Warrior,Paldean Wooper,7,0,0,0,0,6,12,1
68,44,90,40,221,57,404,0.0,0.37,3.46,4.0,1.03,0.4,0.98,2.05,0.21,0.61,1.0,4.0,2.02,2.0,2.0,0.99,0.49,1.01,555,1.4,50.2,60.9,76,,4842,4,Rattled; Soundproof,Rock,,Plump Mouse,Hisuian Electrode,4,1,0,1,3,3,16,2
78,87,93,50,55,73,619,0.53,0.54,1.03,3.64,1.06,0.99,0.48,2.13,2.09,4.0,0.46,0.51,1.05,0.6,1.9,1.0,0.25,0.57,160,0.8,2118.0,591.3,3,2.31,7025,59,Available; Keen Eye; Sniper,Dragon,,Magical,Primal Groudon,8,1,1,0,2,3,9,4
79,68,44,144,193,59,384,1.0,0.5,2.05,1.01,0.48,4.0,1.0,0.13,0.0,0.4,0.97,1.97,1.88,0.0,0.5,0.43,0.49,0.99,1161,1.6,595.1,318.4,196,,20648,10,Available; Healer; Hydration; Regenerator,Steel,Bug,Lava Dome,Mega Glalie,9,0,1,1,1,6,9,7
39,72,50,49,95,31,479,0.99,0.99,1.0,0.55,0.31,0.49,2.02,0.51,4.0,0.99,0.5,0.56,1.0,1.0,1.9,0.25,1.98,0.99,566,3.9,19.5,49.5,184,,20850,206,Available; Long Reach; Overgrow,Fighting,Bug,Beat,Mega Metagross,6,1,0,1,0,4,7,4
87,67,80,112,45,121,438,0.0,1.01,0.49,0.5,0.51,3.83,0.51,0.99,1.0,1.0,1.99,0.29,0.53,0.4,0.4,1.97,0.99,3.91,215,0.8,499.5,37.0,14,6.06,5273,197,Grass Pelt; Sap Sipper,Bug,Ghost,Bouquet,Hisuian Typhlosion,1,1,1,1,0,5,7,7
33,52,86,67,85,72,508,0.15,1.04,0.43,0.47,4.0,2.02,4.0,2.06,0.39,0.56,0.98,0.57,3.51,2.0,0.2,0.54,0.7,1.89,228,5.4,422.5,115.5,239,4.8,7638,231,Teravolt,Fire,Rock,Cavalry,Dusk Mane Necrozma; Dawn Wings Necrozma; Ultra Necrozma,8,0,0,0,2,4,13,5
71,112,170,44,63,80,539,1.0,0.25,0.99,0.5,1.0,0.93,3.7,2.14,4.0,2.0,1.91,1.02,1.04,0.6,1.0,0.25,0.98,0.41,5274,0.2,33.5,880.7,114,2.29,3210,57,Chlorophyll; Healer,Dark,Electric,Sky High,Altered Forme; Origin Forme,2,1,0,0,0,9,8,2
