age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label
28,Other,8.59,6.0,0.0,6.0,5.83,155,172,13.63,Low,Yes,,0
29,Female,11.16,4.91,0.41,5.84,8.54,88,151,3.67,Medium,No,Mild,1
31,Female,3.0,1.51,1.65,3.07,6.69,48,50,3.88,High,Yes,,0
25,Female,7.07,3.47,0.0,5.64,8.66,117,20,3.58,High,Yes,Moderate,1
27,Male,8.46,4.8,2.85,1.51,7.99,27,180,8.17,Medium,Yes,Moderate,1
23,Male,6.19,2.48,0.85,2.9,6.59,130,146,6.49,Medium,No,Moderate,0
29,Male,6.17,1.63,3.32,5.6,8.53,201,149,7.0,Medium,No,Moderate,1
33,Male,5.33,6.0,0.0,1.74,8.25,145,142,12.11,Low,No,Mild,0
23,Other,7.09,5.65,0.0,3.06,7.18,25,180,4.06,Medium,No,Moderate,0
27,Male,7.19,1.94,0.0,6.0,4.5,32,46,3.58,Low,No,Mild,0
18,Other,7.08,2.43,2.11,6.0,4.5,250,180,8.39,Medium,No,Severe,1
21,Other,3.89,2.84,2.55,1.92,6.0,211,39,13.97,Medium,No,,0
21,Female,11.53,3.94,1.6,1.79,8.18,27,125,11.3,Medium,No,Moderate,1
32,Other,7.41,0.91,2.51,4.16,4.71,86,161,10.03,Medium,Yes,Moderate,1
35,Other,7.37,1.72,3.07,6.0,6.14,80,70,4.1,Medium,No,Moderate,1
27,Male,7.05,2.98,0.0,4.46,4.5,147,41,7.14,High,Yes,Severe,0
21,Other,4.96,5.61,1.68,4.26,8.26,122,152,10.19,Medium,No,Moderate,1
28,Female,5.27,4.08,2.14,2.36,8.35,110,180,14.65,High,No,Moderate,1
18,Other,11.66,3.67,2.09,4.51,4.71,239,102,8.79,High,Yes,Mild,0
30,Female,3.0,3.36,0.44,2.01,4.69,116,169,11.42,Low,No,Severe,1
21,Male,10.93,4.93,1.92,6.0,6.8,47,99,9.66,Medium,No,Mild,0
20,Other,8.43,3.06,3.3,1.65,4.5,214,47,11.94,Low,Yes,Moderate,0
18,Male,8.26,3.76,0.0,0.96,5.35,190,170,4.15,Low,No,Moderate,1
18,Other,10.76,2.19,1.61,1.11,8.68,81,151,10.58,High,No,Mild,1
23,Other,10.2,4.24,1.71,5.21,8.59,214,70,11.78,Medium,No,Moderate,1
18,Male,4.84,3.23,1.99,4.01,5.54,69,122,13.54,Medium,No,,1
30,Other,8.37,1.15,1.51,1.09,5.06,102,145,4.4,High,Yes,Moderate,1
30,Other,5.82,6.0,1.61,5.33,8.57,129,162,12.4,Low,Yes,Moderate,1
23,Male,4.47,5.86,0.0,1.94,6.28,70,154,13.63,Low,No,Severe,1
24,Male,6.63,5.74,0.44,5.26,7.33,207,147,3.58,Medium,No,,1
21,Other,7.41,5.94,2.71,6.0,4.79,233,180,5.78,Low,No,Severe,0
21,Male,9.9,4.92,2.14,4.25,5.11,135,160,4.99,Low,No,Moderate,0
20,Other,10.61,1.89,1.21,5.18,6.39,30,180,5.29,Low,No,Mild,1
27,Female,3.51,5.27,3.14,4.63,5.25,121,164,5.52,Low,Yes,Moderate,1
31,Male,4.96,3.46,0.0,6.0,6.39,81,131,4.34,Medium,Yes,Mild,1
29,Other,3.81,2.49,1.27,6.0,7.43,22,180,5.64,Low,No,Severe,1
23,Female,4.61,4.85,1.4,5.75,5.09,69,164,10.09,High,Yes,Severe,0
32,Female,4.79,5.52,0.0,5.08,5.71,44,78,11.83,High,No,Moderate,1
23,Other,4.53,5.82,0.39,3.74,6.05,32,161,9.03,Low,Yes,,1
18,Female,7.55,1.17,1.63,3.27,6.73,51,174,3.58,High,Yes,Moderate,0
27,Other,8.69,1.49,1.76,3.0,8.04,28,141,12.18,Medium,No,Moderate,1
18,Female,3.46,3.06,0.0,5.2,6.61,66,180,8.51,High,No,Moderate,1
20,Other,4.43,4.01,2.63,5.11,6.26,20,180,8.55,Medium,No,Moderate,0
30,Male,5.77,2.42,2.79,3.92,8.44,132,180,12.23,Low,Yes,Mild,1
22,Other,12.0,1.65,0.95,6.0,8.36,36,158,7.67,Medium,No,Severe,1
21,Other,9.01,4.46,2.77,5.55,5.98,129,150,13.24,High,No,Moderate,1
19,Female,6.36,4.27,0.03,4.48,4.5,125,165,6.44,High,No,Mild,1
23,Other,7.7,6.0,0.91,2.44,6.95,51,180,5.5,Medium,No,Severe,1
35,Male,5.21,1.77,0.5,6.0,6.05,93,90,4.15,Medium,No,Mild,1
18,Female,3.23,3.08,1.18,6.0,4.95,145,180,5.74,Low,No,Moderate,1
25,Other,7.94,5.58,2.4,1.5,7.1,28,180,3.58,High,Yes,Mild,1
34,Other,4.5,2.66,2.77,4.64,5.07,89,68,4.88,High,No,Mild,1
30,Male,5.39,3.43,2.13,5.1,7.58,98,50,7.72,Medium,No,Moderate,1
31,Male,3.4,5.57,3.32,3.94,4.96,250,143,13.29,Low,No,Severe,1
23,Other,7.22,4.53,1.94,5.58,4.62,56,55,4.8,Medium,No,,1
24,Other,7.69,4.49,0.0,5.2,8.2,108,124,14.7,Medium,No,Moderate,1
32,Other,7.04,6.0,1.32,3.5,8.45,93,177,9.67,Low,No,Mild,0
21,Other,8.81,4.29,3.25,1.86,5.13,204,40,7.86,Low,No,Severe,1
18,Female,9.06,0.5,1.32,5.8,5.07,215,146,10.73,High,No,Moderate,1
24,Male,10.18,2.87,2.06,4.88,8.71,45,154,7.66,High,Yes,Severe,0
27,Other,4.05,1.49,0.4,6.0,5.17,63,169,13.24,Medium,Yes,Moderate,1
26,Other,6.35,1.64,1.86,2.94,6.16,75,86,3.58,Low,No,Severe,0
23,Male,6.19,4.25,1.95,0.81,6.39,63,130,11.06,Medium,No,Severe,1
23,Female,4.35,0.81,0.77,2.71,6.43,167,172,9.34,High,Yes,Severe,1
23,Other,4.57,5.88,0.68,6.0,6.05,44,150,11.46,Medium,Yes,Mild,1
18,Other,9.37,5.98,1.92,3.48,7.9,195,180,3.58,Medium,No,Mild,1
18,Female,6.86,3.66,1.68,3.56,6.4,131,53,4.5,High,No,Moderate,0
19,Other,5.37,5.37,0.0,1.4,8.12,53,178,8.77,Low,No,Severe,1
27,Female,8.61,3.46,0.14,2.41,4.95,160,93,12.66,High,Yes,Severe,0
19,Male,9.41,0.75,1.08,4.93,4.82,110,98,10.81,High,Yes,Moderate,1
19,Male,10.17,2.22,1.09,3.73,4.57,35,69,4.59,High,Yes,Moderate,1
20,Other,8.69,3.76,2.62,4.7,8.2,241,180,5.83,High,Yes,Severe,0
24,Female,12.0,5.44,0.9,2.6,7.93,20,16,9.6,Medium,No,Moderate,1
18,Female,6.06,5.69,0.0,5.92,6.8,52,157,5.91,Low,No,Mild,1
18,Male,11.3,0.5,0.0,1.63,5.12,26,180,3.58,Medium,Yes,Moderate,1
24,Other,10.62,1.75,0.0,1.83,4.7,80,132,3.58,Low,Yes,,1
20,Female,4.69,4.13,2.3,5.43,4.5,63,39,10.72,Low,No,Severe,0
18,Other,5.36,1.78,3.29,6.0,4.89,98,77,8.54,Medium,No,Severe,1
22,Male,4.4,2.68,0.6,3.25,7.43,20,180,12.12,Low,Yes,,1
29,Male,7.53,5.84,1.55,6.0,5.92,21,176,5.4,Medium,No,Moderate,0
24,Other,10.63,3.08,1.97,4.31,5.97,20,180,13.83,Low,No,Moderate,1
23,Other,3.0,0.87,1.25,5.62,7.21,43,23,10.07,Medium,Yes,Severe,1
23,Male,4.44,3.14,1.3,4.65,5.43,156,180,7.49,Low,No,,0
22,Male,6.44,2.02,1.43,4.5,5.03,57,180,10.5,Medium,Yes,Mild,1
32,Other,9.65,3.76,2.77,5.19,7.15,73,180,6.64,Medium,Yes,Moderate,1
26,Other,11.27,3.47,2.81,1.51,8.31,111,149,8.1,Medium,No,Mild,0
29,Female,10.57,3.32,1.78,6.0,8.32,53,151,11.75,Medium,Yes,Severe,1
33,Female,10.24,5.43,2.2,6.0,4.64,167,180,14.88,Medium,Yes,Moderate,0
18,Male,8.12,6.0,0.12,2.96,4.5,60,117,9.93,Medium,No,Mild,1
18,Other,8.91,4.4,1.61,4.41,6.82,179,87,5.73,Low,No,Moderate,0
23,Female,7.32,2.4,1.55,4.59,4.5,20,180,13.85,High,No,Moderate,1
21,Female,8.78,5.89,1.21,5.58,4.5,141,167,10.65,Medium,Yes,Severe,0
18,Male,9.52,3.98,0.0,3.69,5.08,20,43,5.04,Low,No,Moderate,1
23,Other,12.0,4.48,2.61,5.09,8.69,20,177,12.46,Low,No,,0
28,Female,9.26,0.76,3.34,4.81,4.7,240,62,10.6,Low,Yes,Moderate,1
18,Female,8.68,5.03,0.06,4.93,5.03,205,154,6.78,High,Yes,Mild,1
26,Other,3.65,3.85,3.06,4.37,5.49,230,73,5.77,High,No,Severe,1
35,Other,3.84,5.96,0.0,3.66,6.62,135,54,5.47,Medium,No,Mild,1
18,Female,6.58,6.0,1.55,2.58,4.64,82,142,7.51,High,No,,1
35,Female,9.01,4.48,1.34,4.92,4.5,169,82,12.44,High,No,Mild,1
27,Female,5.6,4.93,0.0,3.64,5.2,74,142,3.58,High,Yes,Severe,1
19,Other,10.29,2.63,0.59,6.0,5.33,60,54,12.55,Low,Yes,Mild,1
18,Other,6.67,0.75,1.12,4.65,5.94,20,180,11.27,Medium,No,,1
18,Male,7.15,5.78,1.79,4.84,4.59,20,126,13.05,Medium,No,Moderate,1
28,Other,10.42,5.82,1.63,4.43,4.78,87,180,3.73,Low,Yes,Mild,1
21,Male,9.52,3.45,3.25,4.68,4.5,46,180,9.88,Medium,No,Mild,1
32,Female,4.1,2.87,1.51,3.93,7.04,37,180,7.55,Medium,Yes,Moderate,1
27,Male,11.74,2.9,3.53,5.82,5.58,20,76,7.1,Low,Yes,Moderate,1
20,Other,4.58,2.01,0.08,6.0,4.5,99,180,9.56,Low,No,,1
18,Female,5.1,6.0,1.45,5.0,5.45,25,77,7.79,Medium,Yes,Severe,0
19,Other,6.19,4.04,1.38,3.64,8.92,73,47,12.52,Medium,No,Mild,0
18,Female,4.04,5.83,1.74,4.39,4.5,173,83,13.1,Low,Yes,,1
28,Female,12.0,6.0,0.54,5.92,4.65,63,167,4.56,Low,Yes,Moderate,1
20,Other,9.57,6.0,1.51,3.37,4.57,185,98,9.72,Medium,Yes,Mild,1
24,Other,8.29,3.31,0.0,1.62,5.14,84,65,3.61,Medium,No,,1
27,Male,7.03,5.23,3.1,1.35,5.71,154,118,3.58,Medium,No,Severe,0
30,Female,5.01,2.55,0.93,3.51,4.75,27,153,8.02,Medium,No,Severe,1
34,Male,5.89,3.99,0.64,3.54,4.5,114,51,11.26,Low,Yes,Moderate,0
23,Other,3.71,6.0,3.54,2.92,6.2,36,178,3.6,Medium,No,Moderate,0
27,Male,7.72,5.15,1.67,4.92,4.57,143,82,7.35,Low,No,Moderate,1
31,Other,3.59,2.25,0.01,6.0,4.5,200,60,4.55,Low,Yes,Severe,1
24,Other,10.24,1.43,2.45,5.75,5.6,99,26,12.36,High,No,,1
31,Male,3.09,1.9,2.48,6.0,8.1,41,39,7.38,Medium,No,Severe,1
18,Male,5.95,6.0,2.63,6.0,4.52,231,101,8.76,Medium,No,Severe,0
18,Other,4.96,4.71,0.45,5.79,4.75,44,152,10.7,Medium,Yes,Severe,1
19,Other,8.5,5.66,1.68,5.71,5.72,24,90,3.85,High,Yes,,1
20,Other,3.0,2.44,2.9,1.79,6.1,68,67,9.18,Low,No,Moderate,1
34,Female,3.37,5.19,1.06,4.06,6.68,105,180,8.68,Low,Yes,Severe,1
19,Other,7.04,5.05,1.39,5.5,8.09,46,175,13.07,Low,No,Moderate,1
21,Other,9.5,1.49,3.2,3.19,4.63,165,88,11.72,Medium,No,Moderate,1
19,Female,6.89,3.01,0.59,2.95,8.27,142,112,10.65,Low,Yes,Severe,0
22,Male,8.94,2.58,2.29,4.49,5.39,77,176,5.56,Medium,No,Mild,0
20,Other,7.12,5.1,0.39,6.0,5.66,128,165,8.66,Low,Yes,Moderate,0
30,Female,3.26,5.99,2.45,6.0,4.5,131,180,11.88,Medium,No,Moderate,1
22,Other,11.14,2.61,3.34,2.77,8.52,46,161,12.0,Low,No,Severe,1
26,Other,12.0,5.68,1.18,6.0,6.83,88,180,3.93,Medium,Yes,Moderate,0
25,Male,11.16,5.26,2.31,4.68,6.78,142,180,4.64,High,No,Moderate,0
21,Other,7.3,3.42,1.18,3.94,4.6,88,180,14.57,Medium,No,Severe,1
29,Male,11.12,3.68,0.47,2.36,7.92,82,180,5.15,Medium,No,Severe,1
21,Female,12.0,2.4,2.32,4.19,4.96,142,123,9.24,Medium,No,Severe,1
31,Female,8.49,6.0,1.87,6.0,6.48,125,142,6.26,Low,No,,1
22,Female,10.08,1.61,0.08,6.0,4.5,205,163,5.74,Medium,Yes,Moderate,0
19,Male,7.48,0.5,2.8,5.22,7.34,127,118,12.85,High,Yes,Moderate,0
32,Other,9.4,5.34,1.32,5.93,5.07,146,135,12.99,High,No,,1
30,Male,5.94,2.78,0.8,6.0,5.3,118,180,12.34,High,No,Moderate,1
22,Female,8.42,3.07,0.5,5.87,8.56,20,77,6.45,High,No,Mild,1
26,Female,7.5,1.53,1.41,1.97,4.5,128,164,11.48,Medium,No,Moderate,1
30,Other,7.84,4.9,0.85,1.69,6.78,247,173,4.98,Medium,Yes,Mild,1
22,Female,5.86,3.34,1.48,3.75,7.11,75,57,9.12,High,Yes,Mild,1
18,Male,7.42,2.98,1.49,5.91,8.74,143,174,10.11,Medium,Yes,Moderate,1
18,Male,5.11,4.59,1.47,5.73,6.65,97,29,11.08,Low,No,Mild,0
20,Female,11.13,1.06,0.0,2.23,4.65,57,123,13.27,High,Yes,Moderate,1
22,Other,5.05,3.39,1.05,4.45,4.7,63,57,12.32,Low,Yes,Moderate,1
18,Female,9.49,4.93,0.61,5.57,7.05,105,74,3.58,High,Yes,Moderate,0
25,Male,5.38,4.74,3.46,6.0,5.93,128,172,10.58,Low,No,Moderate,1
19,Male,6.46,6.0,3.45,6.0,4.5,164,180,8.62,High,No,Severe,1
24,Other,8.71,5.2,2.05,3.18,5.4,228,176,13.17,Medium,No,Moderate,1
20,Male,3.75,3.2,0.18,0.5,5.01,49,65,10.4,Medium,No,Moderate,0
28,Other,10.63,1.34,0.0,6.0,8.06,75,161,12.78,Low,No,Mild,1
27,Male,8.19,5.56,1.77,5.39,4.98,136,36,6.7,High,No,Severe,1
21,Other,6.97,2.9,1.87,1.45,6.05,184,119,3.58,Medium,No,Moderate,1
30,Male,6.43,4.57,0.08,1.74,8.12,36,36,14.77,Low,No,Severe,1
18,Male,11.06,1.43,1.51,3.88,9.0,151,180,3.62,High,No,Moderate,1
25,Male,9.28,6.0,2.43,3.91,8.48,249,147,9.91,High,No,Severe,0
18,Male,10.68,2.64,3.21,5.45,8.43,127,180,11.07,Medium,Yes,Moderate,1
24,Female,7.03,1.47,1.26,4.43,6.96,170,83,5.72,Low,Yes,Severe,1
27,Other,10.85,1.2,1.16,4.51,5.21,21,180,12.9,Low,No,,1
18,Female,4.53,4.74,1.5,3.37,6.81,42,175,12.97,High,No,Moderate,1
21,Male,10.84,1.23,1.34,3.14,6.53,233,44,11.61,Medium,Yes,,1
22,Other,7.83,1.66,3.21,5.53,4.5,83,180,5.22,Medium,No,Severe,0
28,Other,11.67,1.77,1.36,0.57,6.48,234,137,6.4,Medium,No,Moderate,1
19,Female,9.19,5.86,0.1,5.29,8.05,26,180,9.1,Low,No,Severe,1
18,Female,10.5,5.74,3.04,3.76,5.0,36,165,11.3,High,No,,1
26,Male,5.34,4.9,2.54,6.0,6.63,168,146,4.71,High,No,Moderate,1
31,Other,10.04,5.18,0.0,4.92,7.73,20,180,12.17,High,Yes,,1
19,Male,9.63,6.0,0.91,5.64,8.17,109,51,10.93,Medium,Yes,Severe,1
35,Female,6.76,0.79,1.26,5.33,6.08,147,71,11.39,Medium,No,Severe,1
18,Male,5.48,4.13,1.75,5.22,7.82,26,170,13.2,High,No,Moderate,1
32,Female,4.9,2.22,1.39,2.03,8.12,250,41,3.58,Low,No,Mild,1
19,Other,5.31,3.63,2.84,5.97,6.14,175,80,10.11,Medium,No,Moderate,1
27,Other,4.7,5.06,0.65,3.49,8.73,30,180,4.8,High,Yes,,0
24,Female,11.81,2.08,3.31,4.74,6.13,54,180,9.57,Low,No,Moderate,0
28,Other,9.28,2.65,0.34,4.08,8.14,154,95,3.58,Medium,No,Moderate,1
22,Male,8.67,2.35,2.83,5.27,4.51,151,156,9.47,Medium,No,Moderate,0
35,Other,11.2,4.63,1.2,6.0,6.28,59,180,6.52,Medium,Yes,Moderate,1
19,Other,6.68,3.01,2.24,5.89,5.69,39,171,3.58,Medium,Yes,Moderate,0
31,Male,6.69,2.14,0.88,5.92,8.55,209,42,10.56,Medium,No,Mild,1
20,Other,5.12,5.47,2.57,5.97,7.94,119,141,11.0,Low,No,Severe,1
21,Other,12.0,3.41,0.58,1.01,8.38,59,173,8.96,Medium,No,Mild,1
27,Female,8.6,2.29,0.0,3.63,7.14,143,154,8.74,Medium,No,Mild,0
24,Female,11.27,5.16,2.26,2.84,5.5,92,156,4.98,Low,Yes,Severe,0
27,Other,6.41,4.81,2.93,5.39,5.03,118,173,6.19,High,No,Moderate,1
18,Other,9.57,5.29,0.0,2.59,4.5,46,159,13.62,Low,No,Moderate,0
18,Female,9.79,1.87,2.7,6.0,6.55,206,180,10.27,Medium,No,Mild,1
21,Other,4.46,2.01,3.03,6.0,4.5,95,180,5.0,Medium,No,Severe,1
33,Female,12.0,5.82,0.0,5.14,4.5,83,178,6.16,Low,Yes,Severe,1
18,Other,8.29,1.09,2.38,1.16,6.83,39,180,4.17,High,No,Moderate,0
18,Other,10.85,5.81,1.46,4.01,8.19,71,108,13.28,Low,No,,0
24,Male,3.0,1.09,2.83,3.2,8.16,20,142,8.32,Medium,Yes,Moderate,0
23,Female,6.08,5.46,1.66,6.0,5.58,47,136,12.48,Low,No,,1
21,Male,7.91,4.7,2.16,5.95,6.82,184,176,5.07,Medium,Yes,Moderate,1
34,Female,11.64,5.22,1.37,3.97,7.46,23,163,10.4,Medium,No,Severe,1
21,Male,9.91,2.91,0.54,6.0,8.57,20,180,5.54,High,No,Moderate,1
27,Female,8.46,2.32,0.95,6.0,6.34,198,105,10.02,Medium,No,Mild,1
23,Male,11.37,1.14,0.43,4.22,4.5,126,142,13.68,Low,No,,1
20,Female,7.48,5.2,3.21,2.38,6.68,87,67,14.88,Low,Yes,Severe,1
24,Female,7.19,4.09,1.65,6.0,6.21,50,180,12.36,Low,No,Moderate,1
27,Other,11.13,6.0,3.29,1.03,8.33,26,79,3.6,Low,Yes,,0
18,Female,8.85,1.11,2.06,3.17,4.5,68,82,13.27,Low,No,Moderate,0
23,Other,9.11,1.34,0.0,3.99,6.76,33,123,10.52,Medium,No,Mild,1
22,Female,8.59,2.25,3.09,2.83,6.12,203,173,6.34,High,Yes,Severe,1
30,Female,10.56,2.02,0.34,1.33,7.93,55,180,13.52,High,No,Moderate,1
24,Male,3.24,2.45,3.97,3.98,8.68,126,173,14.33,Medium,No,Severe,1
26,Female,6.72,2.87,0.71,3.02,6.94,89,180,14.88,Medium,No,Moderate,1
30,Female,3.5,5.06,3.39,5.71,7.24,20,180,10.94,Medium,Yes,Severe,1
19,Other,8.45,4.09,2.39,4.61,4.5,216,180,11.34,Medium,No,Moderate,1
21,Female,6.78,0.93,2.71,2.29,6.14,24,118,4.96,High,No,Mild,0
26,Female,6.05,3.87,1.93,3.83,8.23,39,167,3.85,Low,No,Severe,1
25,Other,6.27,1.66,3.18,4.37,7.98,120,68,5.66,Low,Yes,Moderate,1
18,Female,10.78,2.41,1.69,4.82,8.6,45,162,10.84,High,No,Moderate,1
32,Female,8.18,3.99,1.46,5.02,4.67,56,87,11.94,High,No,Severe,1
33,Other,8.6,5.06,1.96,4.71,6.33,72,180,5.39,Medium,Yes,Mild,0
27,Female,7.17,0.98,2.09,5.85,4.5,20,15,9.67,Medium,No,Mild,1
23,Other,12.0,5.29,3.05,1.17,6.32,20,122,4.25,Medium,No,Moderate,0
23,Male,3.0,0.51,1.86,2.58,8.46,205,54,3.58,High,Yes,Mild,1
18,Female,11.36,5.35,0.22,5.88,7.86,55,77,4.04,Medium,No,Moderate,0
19,Female,7.18,6.0,1.13,5.04,8.21,113,80,9.54,Low,No,Moderate,1
24,Other,3.16,2.83,1.24,4.54,7.67,250,160,6.2,Medium,Yes,Moderate,1
22,Female,9.17,1.2,2.27,5.58,5.7,31,105,11.45,Low,No,Severe,1
21,Male,8.0,3.66,2.76,5.08,6.9,25,174,3.9,Medium,No,Severe,0
23,Male,3.29,1.58,0.47,5.72,6.78,48,178,12.93,High,Yes,Severe,0
28,Other,4.29,3.34,3.11,1.06,7.27,205,34,10.76,High,No,Severe,1
18,Female,3.0,0.98,0.67,2.95,8.13,108,107,7.35,High,No,Severe,0
18,Female,9.9,2.3,0.0,4.29,8.54,56,180,3.58,High,No,Moderate,0
25,Female,7.58,4.03,0.0,5.79,8.8,103,81,11.34,High,No,Severe,1
21,Other,10.79,6.0,0.94,2.78,4.68,103,150,5.15,Low,No,Severe,1
19,Other,6.86,5.81,1.03,5.57,5.99,65,161,11.09,Low,No,Severe,1
18,Female,3.18,5.29,1.47,2.15,4.91,61,180,11.85,High,Yes,Mild,0
25,Other,6.5,6.0,2.89,4.29,6.05,79,180,4.72,Medium,No,Moderate,0
19,Female,7.91,3.22,1.64,4.79,4.5,222,103,13.85,Low,No,Mild,1
22,Female,8.54,5.02,1.78,5.38,8.78,72,150,3.75,Medium,Yes,Moderate,1
33,Other,9.56,1.02,1.65,5.74,6.76,182,180,13.41,High,No,Moderate,0
32,Other,6.86,3.97,2.4,1.73,6.07,139,156,3.58,Low,Yes,Severe,0
18,Female,5.02,2.97,1.79,5.7,4.5,148,68,6.72,Low,No,Moderate,0
19,Female,8.3,4.89,1.88,4.77,5.36,54,148,6.85,Low,No,Moderate,1
24,Other,6.95,2.84,2.23,4.64,5.74,139,138,12.16,High,No,,1
27,Female,6.04,5.28,1.33,5.86,7.09,227,144,14.64,Medium,No,Moderate,0
28,Other,8.59,1.91,3.16,3.8,5.95,112,171,11.39,High,Yes,Moderate,1
24,Male,6.87,5.2,0.2,2.41,5.23,20,88,11.33,High,No,Moderate,0
19,Male,8.23,6.0,2.3,5.93,4.62,46,102,9.3,Low,No,Severe,1
26,Male,5.88,5.77,0.0,3.33,6.22,41,110,7.5,High,Yes,Mild,1
23,Female,7.26,3.64,2.27,5.81,8.63,147,24,13.31,Low,No,Severe,1
22,Male,8.1,4.74,2.55,3.13,7.48,29,154,11.95,Medium,No,Mild,1
29,Male,4.12,2.62,2.07,6.0,4.97,99,79,13.39,High,No,Severe,1
25,Male,3.19,2.22,1.9,3.01,7.9,20,76,9.49,High,Yes,Moderate,0
24,Female,8.41,5.74,1.3,2.82,6.51,39,168,11.53,Low,No,Moderate,1
31,Other,3.34,5.24,2.14,3.4,4.84,20,179,3.58,High,No,,1
32,Female,11.09,2.88,3.1,3.87,4.93,215,180,14.88,High,No,Mild,1
18,Female,3.0,4.83,3.01,3.7,4.5,32,27,7.3,Medium,Yes,Mild,1
21,Female,12.0,3.22,2.45,5.19,7.12,192,82,10.49,Medium,No,Mild,0
20,Other,10.13,1.85,1.64,6.0,5.99,128,150,11.83,Medium,Yes,,0
26,Male,3.0,2.17,0.0,4.43,6.8,134,146,11.9,High,No,Severe,1
19,Other,11.28,1.19,2.21,2.67,5.12,113,168,4.38,Low,No,Mild,1
34,Male,11.87,2.42,1.63,2.06,5.62,55,180,11.27,Low,No,Moderate,1
27,Other,3.65,4.52,1.16,3.81,5.66,226,56,6.72,Medium,No,Moderate,1
20,Other,7.61,2.97,2.39,6.0,4.99,40,88,8.61,Low,No,Mild,1
18,Male,10.63,2.8,2.55,5.84,7.81,114,180,11.34,High,Yes,Mild,1
24,Female,11.89,2.94,1.49,5.88,4.5,206,80,12.18,Medium,No,,1
21,Female,8.91,1.42,0.0,4.64,5.07,20,50,3.66,Medium,Yes,Mild,1
19,Male,5.96,3.46,4.0,5.44,8.13,158,178,10.07,High,No,Moderate,0
27,Male,8.02,2.05,1.47,1.84,4.6,109,86,12.9,Low,Yes,,0
29,Female,7.89,5.98,0.0,3.71,6.43,27,143,9.09,Low,No,Mild,1
19,Female,6.05,4.99,3.08,5.54,6.04,20,77,3.58,Low,Yes,Moderate,1
18,Other,10.12,5.52,2.86,5.27,6.59,20,101,12.74,Low,Yes,Mild,0
18,Other,8.31,1.39,2.41,3.68,8.24,24,154,7.76,Medium,Yes,Mild,1
18,Male,12.0,3.82,0.3,4.4,8.54,83,54,8.21,Low,Yes,Mild,1
23,Other,10.46,3.14,0.6,1.4,6.0,136,180,3.58,High,Yes,Severe,1
26,Male,9.13,1.81,1.89,2.76,7.47,199,113,9.52,Medium,Yes,Severe,1
24,Male,6.44,3.84,3.25,4.2,4.73,163,131,10.73,Medium,No,Moderate,1
25,Other,7.41,2.14,1.3,5.99,7.08,193,98,9.13,High,No,Moderate,1
18,Other,4.63,3.05,3.18,5.08,5.93,40,45,8.37,Medium,No,Mild,1
27,Other,8.8,4.78,0.38,0.5,6.38,51,180,3.58,High,No,Severe,0
26,Male,12.0,5.38,1.76,1.91,7.88,20,151,11.14,Medium,No,Mild,1
21,Other,10.67,1.48,1.43,6.0,6.78,107,73,7.53,Medium,Yes,,1
34,Male,8.65,0.5,3.17,5.64,7.71,106,122,8.99,Low,No,Moderate,1
25,Male,4.24,1.49,3.13,5.82,5.84,145,110,12.73,Low,No,Moderate,1
19,Other,7.76,4.81,0.0,2.0,5.54,36,180,12.73,Medium,Yes,Moderate,1
26,Other,6.35,2.8,0.0,2.63,7.66,92,58,4.7,Medium,No,Moderate,1
35,Other,6.65,4.7,1.97,3.81,5.2,42,87,3.58,Low,No,Severe,1
35,Other,8.5,5.2,3.19,4.99,4.5,87,35,3.58,Low,Yes,Severe,1
20,Female,9.37,1.57,0.68,4.95,7.69,37,122,11.89,Medium,Yes,Severe,1
24,Other,9.83,3.55,0.0,5.08,8.48,171,130,5.75,Medium,No,Severe,1
30,Other,11.62,3.06,1.02,4.82,5.66,180,180,4.55,Medium,Yes,Severe,0
33,Female,6.19,5.83,1.21,3.2,5.24,195,51,8.88,Low,No,Severe,0
29,Male,8.65,3.9,1.24,6.0,7.99,20,159,11.9,Medium,Yes,Moderate,1
20,Female,6.62,4.9,0.0,0.5,4.5,137,61,8.14,Medium,Yes,Moderate,1
29,Male,9.4,6.0,0.83,4.81,6.78,59,180,3.58,High,No,Moderate,0
30,Other,3.05,4.56,0.0,2.3,4.9,63,145,13.08,High,No,Moderate,1
18,Other,4.41,4.49,0.29,4.16,4.53,135,175,3.58,High,Yes,,1
18,Female,3.47,2.64,1.39,4.39,6.63,56,180,4.83,High,Yes,Mild,1
27,Male,3.29,3.47,1.63,0.94,8.68,109,96,8.09,High,Yes,,1
19,Other,11.57,3.73,0.97,3.34,8.56,99,123,8.25,Medium,No,,0
18,Female,7.78,0.5,1.1,2.79,4.66,219,167,12.2,Low,Yes,,0
28,Male,3.04,1.48,0.28,2.82,7.83,83,163,3.58,Low,No,Severe,0
20,Female,10.29,1.25,0.2,2.33,5.39,43,163,9.17,High,Yes,Mild,1
20,Male,10.57,4.53,0.46,2.51,4.5,20,180,10.49,Medium,Yes,Moderate,1
20,Other,7.75,4.15,1.11,4.88,4.5,248,85,12.88,Low,No,Severe,0
32,Other,3.41,5.07,1.02,5.63,8.35,60,147,10.89,Low,Yes,Severe,1
28,Female,7.5,4.11,1.55,6.0,6.03,20,138,4.01,Medium,Yes,,1
