Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
38,No,Non-Travel,1105,Sales,2,3,Marketing,1,4,Male,90,3,2,Manager,4,Single,2174,26895,0,Y,No,13,3,2,80,1,13,2,3,7,4,0,0
32,No,Travel_Frequently,1286,Sales,4,3,Technical Degree,1,2,Female,80,3,1,Research Scientist,1,Married,2761,8414,4,Y,No,18,4,3,80,0,0,6,3,6,0,0,14
42,No,Travel_Rarely,102,Research & Development,5,3,Life Sciences,1,4,Male,64,2,1,Human Resources,2,Married,3266,9758,1,Y,Yes,19,3,1,80,0,24,3,1,11,0,0,3
25,No,Travel_Rarely,1259,Sales,7,3,Life Sciences,1,1,Male,79,3,3,Sales Executive,2,Divorced,3902,7760,1,Y,Yes,13,3,1,80,1,21,2,3,13,2,6,0
23,No,Travel_Frequently,182,Research & Development,19,2,Medical,1,4,Male,62,3,1,Research Scientist,3,Single,4728,20301,0,Y,No,24,3,1,80,1,1,2,3,4,1,0,2
39,No,Travel_Rarely,165,Sales,15,3,Medical,1,1,Male,100,2,2,Sales Representative,3,Single,1515,2094,1,Y,No,14,3,3,80,0,6,2,3,2,5,0,1
32,No,Travel_Rarely,1093,Research & Development,2,4,Other,1,1,Male,71,3,1,Sales Executive,4,Divorced,1009,7195,1,Y,Yes,15,3,1,80,1,1,2,3,0,5,3,5
31,No,Travel_Frequently,452,Research & Development,4,4,Life Sciences,1,3,Male,98,3,2,Laboratory Technician,1,Married,3598,16443,1,Y,Yes,16,3,1,80,0,2,2,3,9,5,1,7
26,No,Travel_Rarely,102,Research & Development,29,3,Medical,1,1,Male,100,2,2,Sales Executive,1,Single,3691,11460,6,Y,Yes,12,3,1,80,0,11,3,3,5,2,1,6
28,Yes,Travel_Rarely,358,Sales,2,2,Medical,1,3,Female,100,3,1,Human Resources,1,Married,1681,10367,1,Y,No,16,3,3,80,0,3,5,3,13,3,4,2
32,No,Non-Travel,1016,Sales,29,3,Medical,1,4,Male,45,2,2,Laboratory Technician,4,Single,1808,8872,0,Y,No,20,3,4,80,1,9,2,2,9,6,1,5
29,No,Travel_Rarely,1499,Research & Development,22,4,Medical,1,3,Male,52,2,2,Research Scientist,3,Single,1009,9699,1,Y,No,15,4,2,80,1,0,6,3,7,2,0,1
58,No,Travel_Rarely,276,Sales,15,1,Medical,1,1,Female,69,3,1,Research Scientist,2,Married,2377,25565,1,Y,Yes,14,3,2,80,1,0,2,2,2,4,0,0
26,No,Travel_Rarely,818,Sales,2,3,Life Sciences,1,2,Male,66,3,3,Sales Executive,4,Single,3610,2094,1,Y,No,14,3,1,80,0,2,3,3,8,8,0,0
31,No,Travel_Rarely,292,Sales,16,1,Life Sciences,1,3,Male,55,3,1,Sales Executive,3,Married,1443,12369,1,Y,Yes,17,3,2,80,0,5,2,3,12,2,0,4
57,No,Travel_Rarely,1049,Research & Development,29,4,Medical,1,2,Male,90,4,1,Sales Representative,3,Married,4900,20247,1,Y,No,14,3,3,80,1,7,2,3,13,6,0,3
40,No,Travel_Rarely,102,Sales,10,4,Life Sciences,1,2,Female,94,2,1,Manager,3,Single,2466,9218,2,Y,No,22,3,4,80,1,2,2,2,2,6,3,2
27,Yes,Travel_Rarely,792,Sales,29,3,Medical,1,4,Male,45,3,1,Laboratory Technician,1,Divorced,2902,6241,3,Y,Yes,25,3,3,80,1,4,2,4,7,3,0,5
29,No,Non-Travel,102,Sales,29,1,Life Sciences,1,1,Female,59,3,2,Laboratory Technician,4,Divorced,3227,22029,1,Y,Yes,23,3,3,80,0,6,2,3,11,2,0,0
49,No,Travel_Rarely,1317,Research & Development,15,4,Medical,1,2,Female,51,2,1,Research Scientist,4,Married,4049,14644,1,Y,No,18,3,1,80,1,7,3,3,12,7,0,7
45,No,Travel_Rarely,368,Sales,4,2,Medical,1,2,Female,59,4,1,Sales Executive,2,Married,3565,8502,1,Y,No,12,3,4,80,0,7,2,3,9,1,0,7
38,No,Travel_Rarely,351,Research & Development,4,2,Other,1,2,Female,57,2,2,Manufacturing Director,2,Divorced,1498,16571,2,Y,Yes,20,3,3,80,1,5,2,3,9,2,0,2
31,No,Travel_Rarely,1387,Research & Development,7,3,Life Sciences,1,1,Female,85,2,1,Manufacturing Director,1,Single,3671,6871,0,Y,Yes,15,3,4,80,3,0,3,3,4,2,0,3
39,No,Travel_Rarely,774,Research & Development,4,2,Life Sciences,1,2,Male,58,3,2,Research Scientist,2,Divorced,5233,3381,7,Y,Yes,12,4,4,80,1,9,2,2,4,4,0,6
41,No,Travel_Rarely,102,Research & Development,5,4,Life Sciences,1,3,Female,49,2,4,Research Scientist,4,Married,2566,11927,8,Y,No,17,3,3,80,1,8,4,3,13,2,0,4
40,No,Travel_Rarely,1141,Sales,13,4,Medical,1,4,Male,32,3,2,Research Scientist,3,Divorced,3972,16007,1,Y,No,17,4,4,80,0,1,2,3,4,3,0,4
34,No,Travel_Rarely,102,Research & Development,13,3,Life Sciences,1,4,Male,69,3,1,Sales Representative,3,Married,2924,3243,1,Y,No,25,3,2,80,1,1,2,3,6,6,1,3
30,No,Travel_Rarely,1012,Research & Development,11,2,Technical Degree,1,2,Male,53,2,2,Sales Executive,3,Married,1574,3176,4,Y,No,14,3,4,80,1,0,2,2,5,3,0,3
35,No,Travel_Frequently,1010,Sales,19,2,Life Sciences,1,1,Female,88,2,2,Sales Executive,4,Divorced,1857,2094,1,Y,No,19,4,2,80,2,20,3,3,2,2,2,0
34,No,Travel_Rarely,219,Sales,5,2,Life Sciences,1,4,Male,92,3,2,Manager,3,Married,5057,6484,1,Y,Yes,14,3,4,80,0,5,6,3,3,2,0,2
42,No,Travel_Frequently,420,Sales,11,3,Medical,1,2,Male,51,3,4,Human Resources,4,Married,4185,22997,1,Y,Yes,16,4,4,80,1,7,3,3,11,0,0,2
21,No,Travel_Rarely,248,Research & Development,22,4,Life Sciences,1,4,Female,93,1,2,Manager,2,Married,2205,10490,1,Y,No,15,3,3,80,0,8,2,3,23,6,1,0
52,No,Travel_Rarely,271,Sales,27,2,Life Sciences,1,4,Female,100,3,1,Sales Representative,4,Divorced,2354,19244,0,Y,Yes,17,3,1,80,0,6,3,3,9,7,0,6
25,No,Travel_Rarely,243,Research & Development,29,3,Life Sciences,1,3,Female,94,3,1,Laboratory Technician,3,Married,2455,5569,1,Y,Yes,25,3,2,80,0,10,5,3,11,0,0,3
42,No,Travel_Rarely,497,Research & Development,29,4,Medical,1,2,Female,100,2,2,Research Director,1,Married,2491,2094,2,Y,No,13,3,1,80,0,0,1,2,9,5,0,1
24,No,Travel_Rarely,501,Research & Development,12,3,Life Sciences,1,3,Female,100,1,4,Research Scientist,4,Divorced,4605,7641,3,Y,Yes,15,3,3,80,2,0,3,3,6,1,0,0
27,Yes,Travel_Rarely,1230,Research & Development,4,3,Medical,1,2,Female,42,3,1,Research Scientist,4,Married,3065,17847,1,Y,Yes,24,3,3,80,0,0,5,3,5,5,0,1
30,No,Travel_Rarely,102,Sales,14,3,Medical,1,1,Male,100,3,5,Laboratory Technician,4,Married,1786,12904,4,Y,No,22,3,2,80,0,2,2,4,11,0,0,0
47,Yes,Travel_Rarely,102,Sales,29,3,Life Sciences,1,3,Male,74,3,2,Research Scientist,3,Single,2997,14809,2,Y,No,12,3,4,80,0,0,4,3,9,2,0,5
46,No,Travel_Rarely,122,Research & Development,29,4,Marketing,1,2,Male,82,3,1,Laboratory Technician,1,Single,2564,8558,1,Y,Yes,25,4,1,80,1,9,3,2,13,0,0,8
26,No,Travel_Rarely,917,Sales,5,2,Medical,1,3,Female,48,3,2,Laboratory Technician,3,Divorced,4030,21470,0,Y,No,17,3,4,80,0,7,3,3,13,2,0,1
20,No,Travel_Rarely,1282,Sales,9,2,Medical,1,2,Female,56,3,1,Sales Executive,1,Divorced,2591,15605,0,Y,No,12,3,4,80,1,5,2,3,4,2,0,1
39,No,Travel_Frequently,418,Research & Development,13,3,Medical,1,3,Female,62,3,2,Research Scientist,1,Married,3753,2802,2,Y,No,15,3,3,80,0,29,6,3,12,2,2,3
18,Yes,Travel_Frequently,969,Sales,5,3,Life Sciences,1,3,Male,100,2,1,Research Scientist,4,Single,1830,2787,1,Y,No,19,4,3,80,2,25,1,2,9,3,0,0
26,No,Travel_Rarely,469,Sales,29,4,Technical Degree,1,3,Male,30,3,2,Sales Executive,1,Single,11888,22206,5,Y,Yes,22,3,2,80,2,5,2,3,16,2,0,0
39,No,Travel_Rarely,201,Sales,4,4,Life Sciences,1,2,Female,79,2,1,Laboratory Technician,3,Divorced,5974,17629,1,Y,Yes,13,3,1,80,0,0,3,4,20,1,1,3
32,No,Travel_Rarely,1023,Research & Development,5,3,Medical,1,4,Female,68,3,1,Sales Executive,3,Married,1947,2804,3,Y,No,18,3,4,80,1,0,2,2,8,0,0,1
20,No,Travel_Rarely,118,Research & Development,12,4,Life Sciences,1,3,Male,100,2,1,Laboratory Technician,4,Married,1009,4035,4,Y,Yes,15,3,1,80,1,1,4,3,4,2,0,5
53,No,Travel_Rarely,977,Research & Development,25,3,Medical,1,2,Male,45,3,5,Sales Executive,1,Single,2164,3905,0,Y,No,20,3,1,80,3,10,4,2,2,0,1,4
34,No,Travel_Rarely,102,Research & Development,15,3,Human Resources,1,3,Male,80,3,4,Laboratory Technician,4,Single,3832,25424,1,Y,Yes,13,4,2,80,2,5,2,3,4,1,0,6
54,No,Travel_Rarely,102,Research & Development,3,3,Life Sciences,1,4,Male,42,3,1,Research Scientist,4,Single,3430,18827,1,Y,No,22,3,4,80,0,0,2,2,13,1,1,9
27,No,Travel_Rarely,102,Sales,13,2,Life Sciences,1,3,Male,92,3,2,Sales Executive,2,Single,1009,21549,4,Y,Yes,16,3,1,80,1,0,3,3,3,2,1,0
20,No,Travel_Rarely,1120,Sales,13,3,Medical,1,1,Male,92,3,2,Sales Executive,4,Single,2192,23153,1,Y,No,18,3,3,80,1,13,2,3,12,2,1,0
45,No,Travel_Rarely,1210,Research & Development,24,1,Medical,1,2,Male,99,1,1,Laboratory Technician,3,Married,2765,11225,1,Y,Yes,25,3,3,80,0,0,2,3,9,0,0,0
23,Yes,Travel_Rarely,102,Sales,20,3,Medical,1,4,Male,56,2,4,Laboratory Technician,1,Divorced,1928,26999,0,Y,Yes,22,4,1,80,0,7,2,3,9,6,5,7
28,Yes,Travel_Rarely,613,Research & Development,5,2,Life Sciences,1,4,Female,38,2,4,Laboratory Technician,1,Married,2039,26398,0,Y,No,13,3,2,80,0,3,3,1,4,5,1,3
21,No,Travel_Rarely,1087,Sales,1,3,Medical,1,2,Male,71,3,1,Laboratory Technician,3,Divorced,4018,2094,6,Y,No,16,3,4,80,0,15,2,3,2,0,0,7
30,No,Non-Travel,1455,Research & Development,3,2,Life Sciences,1,2,Male,37,4,5,Research Scientist,4,Married,5701,4290,1,Y,No,16,3,1,80,0,7,0,3,12,2,1,0
28,No,Travel_Rarely,131,Research & Development,14,3,Marketing,1,3,Male,50,2,2,Sales Executive,4,Married,1813,14207,2,Y,No,18,3,3,80,3,6,3,3,10,3,13,4
24,No,Travel_Rarely,420,Research & Development,4,4,Medical,1,3,Female,100,1,2,Sales Executive,3,Married,2345,18034,1,Y,No,15,3,3,80,0,11,2,3,6,5,0,2
21,Yes,Travel_Rarely,102,Research & Development,5,3,Medical,1,4,Female,100,3,2,Sales Executive,4,Single,1191,3567,3,Y,No,16,3,3,80,0,5,2,3,8,1,0,1
57,No,Travel_Rarely,1349,Research & Development,13,2,Other,1,4,Female,100,3,4,Human Resources,4,Married,1009,8861,1,Y,No,19,3,2,80,2,1,3,3,4,2,0,3
23,No,Travel_Rarely,125,Human Resources,9,3,Life Sciences,1,4,Male,89,2,1,Laboratory Technician,2,Married,3796,2094,1,Y,Yes,20,3,4,80,1,8,2,3,27,3,0,8
38,No,Travel_Rarely,113,Research & Development,22,1,Life Sciences,1,3,Male,55,3,1,Laboratory Technician,2,Married,5316,14595,1,Y,No,22,3,2,80,1,7,0,3,12,2,0,2
45,No,Non-Travel,633,Research & Development,4,4,Medical,1,3,Male,100,3,2,Research Scientist,1,Married,2545,4765,0,Y,No,15,3,4,80,1,2,1,3,8,2,2,0
50,No,Travel_Rarely,104,Research & Development,13,3,Medical,1,4,Female,94,3,2,Sales Executive,4,Single,4845,3547,1,Y,No,14,3,4,80,1,0,2,2,3,2,0,2
55,No,Travel_Rarely,1145,Research & Development,5,1,Life Sciences,1,2,Male,39,2,2,Research Director,1,Married,7551,8974,1,Y,No,24,3,1,80,1,0,6,3,13,1,0,4
39,No,Travel_Rarely,140,Human Resources,10,3,Life Sciences,1,1,Male,100,3,2,Sales Executive,2,Divorced,1384,6606,7,Y,Yes,16,3,4,80,1,0,2,3,10,0,0,3
42,No,Travel_Rarely,1351,Sales,14,3,Life Sciences,1,3,Female,80,2,4,Sales Executive,1,Single,1659,22526,1,Y,No,25,3,3,80,0,9,3,3,4,0,1,0
46,No,Travel_Rarely,737,Research & Development,1,2,Life Sciences,1,3,Male,54,1,2,Sales Representative,3,Married,4044,7761,4,Y,Yes,25,3,2,80,0,14,2,2,28,0,1,7
37,No,Travel_Rarely,234,Research & Development,4,3,Life Sciences,1,4,Female,83,2,1,Healthcare Representative,2,Divorced,5277,22244,1,Y,Yes,17,3,1,80,1,4,2,4,10,2,0,2
31,No,Travel_Rarely,1250,Research & Development,3,3,Medical,1,1,Female,100,1,1,Manufacturing Director,2,Divorced,2413,3338,1,Y,Yes,17,3,2,80,0,2,2,3,22,2,0,2
31,No,Travel_Rarely,456,Sales,11,2,Medical,1,1,Male,85,2,2,Sales Executive,4,Single,1515,13399,1,Y,No,14,3,2,80,0,11,2,1,11,2,0,5
39,No,Travel_Rarely,1269,Sales,22,2,Medical,1,3,Male,37,3,2,Research Scientist,1,Married,3601,24572,3,Y,Yes,22,3,1,80,2,4,4,3,11,4,0,0
49,No,Non-Travel,114,Research & Development,13,3,Medical,1,1,Male,44,3,1,Sales Representative,1,Single,8440,7416,1,Y,No,16,3,4,80,1,5,2,3,5,0,3,0
31,No,Travel_Rarely,102,Research & Development,29,3,Technical Degree,1,4,Female,53,2,2,Research Scientist,4,Married,1009,5548,1,Y,No,25,3,2,80,1,1,2,3,12,6,1,2
47,No,Travel_Rarely,251,Research & Development,19,4,Life Sciences,1,3,Female,98,3,1,Research Director,4,Single,2412,2094,1,Y,No,16,3,4,80,0,9,3,2,2,1,1,6
31,No,Travel_Rarely,102,Sales,7,3,Life Sciences,1,2,Male,85,2,1,Research Scientist,3,Married,2536,2457,1,Y,Yes,17,3,1,80,1,7,4,3,12,5,0,0
24,No,Travel_Rarely,468,Research & Development,3,3,Technical Degree,1,1,Female,87,3,1,Research Director,3,Single,3204,8258,4,Y,Yes,12,3,4,80,1,1,2,3,13,2,0,1
36,No,Non-Travel,1450,Sales,29,3,Technical Degree,1,4,Male,100,3,1,Sales Executive,4,Single,1009,20794,1,Y,Yes,16,3,1,80,0,2,2,2,10,3,1,7
24,No,Travel_Rarely,496,Sales,11,1,Medical,1,4,Male,93,2,1,Sales Executive,1,Married,1009,7631,1,Y,Yes,11,3,2,80,0,3,2,3,3,0,0,0
42,No,Travel_Rarely,917,Sales,4,3,Life Sciences,1,2,Male,65,4,2,Manager,3,Married,1689,10500,2,Y,Yes,20,3,4,80,3,7,0,3,8,2,0,3
31,No,Travel_Rarely,1108,Research & Development,16,3,Life Sciences,1,2,Male,100,2,1,Laboratory Technician,3,Divorced,6142,12095,0,Y,No,14,4,3,80,0,0,2,3,27,2,0,0
26,No,Travel_Rarely,159,Research & Development,9,3,Life Sciences,1,4,Male,71,2,2,Laboratory Technician,2,Married,1428,19288,0,Y,No,25,3,3,80,1,4,3,3,11,2,0,8
50,No,Travel_Frequently,373,Research & Development,10,3,Medical,1,1,Male,96,4,1,Sales Executive,4,Married,1983,26186,4,Y,Yes,14,4,3,80,1,9,3,3,6,0,12,8
36,No,Travel_Rarely,1114,Research & Development,13,4,Life Sciences,1,4,Male,96,2,2,Manufacturing Director,1,Single,2494,2094,2,Y,No,25,3,4,80,0,0,1,2,7,0,0,0
20,No,Travel_Rarely,526,Sales,29,2,Life Sciences,1,4,Female,100,3,1,Manufacturing Director,1,Single,5987,7061,1,Y,No,22,3,4,80,0,1,2,3,7,2,0,6
37,No,Travel_Rarely,257,Research & Development,28,5,Life Sciences,1,3,Male,82,2,1,Research Scientist,4,Divorced,1726,10652,5,Y,No,14,3,1,80,1,0,2,3,4,0,0,3
23,No,Travel_Rarely,577,Research & Development,29,3,Life Sciences,1,3,Female,67,3,3,Sales Executive,3,Single,1829,18269,1,Y,Yes,21,3,3,80,1,0,2,3,9,1,0,1
35,No,Travel_Rarely,1161,Research & Development,6,3,Life Sciences,1,2,Female,86,3,1,Research Scientist,3,Married,5734,6038,1,Y,No,13,3,2,80,0,0,1,3,6,6,0,5
50,No,Travel_Rarely,1225,Research & Development,28,2,Medical,1,4,Female,50,2,1,Research Scientist,2,Married,2450,5508,1,Y,No,14,3,2,80,1,9,3,3,8,1,0,2
24,No,Travel_Rarely,982,Research & Development,10,2,Medical,1,4,Male,92,2,1,Research Scientist,3,Single,1653,10058,1,Y,Yes,15,3,2,80,0,7,2,3,12,0,1,0
21,No,Travel_Rarely,252,Research & Development,8,3,Medical,1,3,Female,57,3,3,Laboratory Technician,4,Divorced,1401,15840,1,Y,No,14,3,4,80,1,9,2,3,12,0,1,2
49,No,Travel_Rarely,1182,Sales,12,3,Life Sciences,1,2,Female,100,2,1,Research Scientist,4,Married,3189,17948,1,Y,Yes,21,4,2,80,1,0,1,3,9,7,1,2
23,No,Travel_Rarely,242,Sales,4,1,Life Sciences,1,2,Female,92,2,1,Laboratory Technician,1,Married,2410,3141,1,Y,No,17,3,1,80,0,7,2,3,7,2,1,6
35,No,Travel_Frequently,102,Research & Development,26,1,Medical,1,3,Female,100,4,3,Manufacturing Director,3,Single,1785,8458,1,Y,No,19,3,3,80,1,7,2,3,7,6,1,5
37,No,Travel_Rarely,939,Sales,4,4,Life Sciences,1,3,Female,56,3,2,Laboratory Technician,4,Single,1009,2681,9,Y,No,25,3,3,80,0,8,2,2,7,6,0,2
39,No,Travel_Rarely,236,Sales,29,3,Medical,1,2,Female,40,3,1,Healthcare Representative,4,Divorced,1851,7528,1,Y,Yes,19,3,4,80,2,27,3,2,37,7,0,7
32,No,Travel_Rarely,380,Research & Development,13,3,Medical,1,3,Male,56,3,2,Sales Executive,1,Single,2832,26999,8,Y,No,16,3,1,80,1,0,3,2,7,6,0,5
29,No,Travel_Rarely,669,Research & Development,14,5,Life Sciences,1,1,Male,76,4,1,Sales Executive,2,Married,2013,6502,6,Y,No,18,3,4,80,0,2,1,3,2,5,0,2
41,No,Travel_Rarely,102,Research & Development,29,3,Life Sciences,1,3,Male,81,2,1,Manufacturing Director,2,Divorced,2159,7099,8,Y,Yes,16,3,4,80,1,0,3,3,8,5,0,8
51,No,Travel_Rarely,102,Research & Development,3,3,Life Sciences,1,1,Male,56,3,1,Sales Executive,1,Married,3099,10164,1,Y,No,20,3,4,80,1,0,2,3,12,2,1,5
42,No,Travel_Rarely,102,Sales,5,2,Life Sciences,1,3,Female,100,4,2,Research Scientist,4,Single,2417,20075,1,Y,No,12,3,4,80,0,10,0,4,32,0,0,2
37,No,Travel_Rarely,394,Research & Development,11,4,Life Sciences,1,3,Male,93,2,4,Human Resources,3,Divorced,3688,11754,9,Y,No,24,3,4,80,0,1,2,3,11,1,4,2
49,No,Travel_Frequently,876,Research & Development,29,1,Human Resources,1,2,Female,95,3,3,Laboratory Technician,1,Single,4235,3530,1,Y,No,15,3,4,80,1,0,2,2,8,4,0,3
28,No,Travel_Frequently,1282,Sales,2,3,Life Sciences,1,3,Male,100,4,2,Sales Executive,4,Single,7143,13568,8,Y,Yes,18,3,2,80,0,0,3,3,3,2,1,5
44,No,Travel_Rarely,102,Research & Development,4,1,Medical,1,3,Male,97,2,2,Research Scientist,3,Married,3241,4193,1,Y,No,20,3,1,80,0,0,6,3,8,1,1,2
43,No,Travel_Rarely,733,Sales,14,3,Life Sciences,1,2,Male,42,3,5,Sales Executive,1,Single,3852,11873,8,Y,No,16,3,4,80,0,9,3,3,4,4,0,7
38,No,Travel_Rarely,102,Sales,14,4,Life Sciences,1,4,Female,86,3,2,Sales Executive,4,Married,3251,7135,5,Y,No,14,3,4,80,0,3,2,2,11,2,1,2
38,No,Travel_Rarely,396,Sales,1,3,Life Sciences,1,2,Male,100,3,2,Healthcare Representative,4,Married,3261,4051,1,Y,Yes,13,3,3,80,0,5,2,3,9,0,0,8
29,No,Travel_Rarely,282,Research & Development,25,2,Life Sciences,1,3,Female,97,3,2,Research Scientist,4,Divorced,2877,6603,1,Y,No,12,3,2,80,1,0,5,2,8,0,0,0
31,No,Travel_Rarely,845,Research & Development,4,4,Medical,1,4,Male,100,3,1,Laboratory Technician,2,Single,7086,4788,0,Y,Yes,20,3,1,80,0,1,6,2,5,3,0,3
49,No,Travel_Rarely,1058,Research & Development,14,3,Medical,1,3,Female,72,3,3,Research Scientist,1,Married,1216,6408,8,Y,No,17,3,1,80,0,9,3,3,13,5,0,2
34,No,Travel_Rarely,214,Research & Development,13,3,Technical Degree,1,4,Male,84,3,2,Manager,1,Married,2624,7487,1,Y,No,17,3,3,80,0,13,2,3,11,0,0,0
34,No,Travel_Rarely,1047,Research & Development,29,1,Medical,1,3,Male,71,3,1,Manager,4,Single,1870,15860,0,Y,No,22,3,1,80,0,3,3,3,12,1,0,7
30,No,Travel_Rarely,319,Sales,12,3,Medical,1,4,Female,77,3,1,Laboratory Technician,2,Married,1009,21624,2,Y,No,20,4,1,80,0,3,1,3,6,0,1,6
21,No,Travel_Rarely,102,Research & Development,9,2,Life Sciences,1,2,Male,42,2,2,Laboratory Technician,1,Single,2494,26367,1,Y,Yes,17,4,2,80,1,5,3,3,4,8,0,2
60,No,Travel_Rarely,343,Research & Development,5,3,Medical,1,2,Male,83,2,3,Manager,4,Married,6580,8492,2,Y,Yes,14,3,3,80,0,9,2,3,1,0,2,2
33,No,Travel_Rarely,990,Research & Development,29,2,Medical,1,2,Male,84,2,1,Sales Executive,2,Married,3508,4730,1,Y,Yes,11,3,4,80,0,0,3,2,4,3,0,3
19,No,Travel_Rarely,1142,Sales,22,2,Marketing,1,4,Male,75,2,2,Human Resources,2,Single,4542,12069,3,Y,Yes,21,4,4,80,0,8,3,3,3,6,1,6
44,No,Travel_Rarely,891,Sales,3,1,Medical,1,2,Male,68,3,1,Laboratory Technician,3,Divorced,13494,2094,1,Y,Yes,12,3,4,80,0,0,3,3,10,2,5,5
26,No,Travel_Rarely,149,Sales,27,3,Marketing,1,4,Male,57,2,1,Research Scientist,1,Divorced,2042,18384,1,Y,Yes,20,3,4,80,0,2,2,3,11,2,2,4
34,No,Travel_Rarely,1466,Research & Development,21,2,Life Sciences,1,3,Male,98,3,3,Sales Executive,1,Single,4330,14622,1,Y,Yes,13,3,3,80,1,0,2,4,2,0,0,0
26,No,Travel_Rarely,1185,Research & Development,29,1,Medical,1,3,Female,73,2,4,Sales Executive,4,Divorced,6129,15241,8,Y,No,16,3,3,80,1,26,5,3,3,2,1,0
39,No,Travel_Rarely,806,Research & Development,14,2,Medical,1,3,Male,37,3,5,Laboratory Technician,4,Single,1895,9273,1,Y,No,19,3,1,80,1,0,2,3,7,1,0,2
30,Yes,Travel_Rarely,518,Research & Development,29,3,Medical,1,3,Female,100,3,1,Sales Executive,1,Married,4441,16620,1,Y,No,25,3,3,80,1,0,2,3,12,0,0,6
23,No,Travel_Rarely,1225,Research & Development,12,2,Medical,1,3,Male,100,3,1,Laboratory Technician,4,Single,5822,12580,0,Y,No,14,3,2,80,1,9,3,3,7,2,1,4
45,No,Travel_Frequently,102,Sales,4,4,Medical,1,1,Male,71,4,1,Laboratory Technician,4,Single,10031,19702,1,Y,No,24,3,3,80,0,4,2,3,7,0,1,0
35,Yes,Travel_Rarely,387,Research & Development,27,2,Life Sciences,1,1,Female,92,2,2,Healthcare Representative,1,Single,2046,19915,8,Y,Yes,19,3,2,80,0,30,6,2,7,0,1,2
38,No,Travel_Rarely,603,Sales,4,4,Life Sciences,1,2,Male,92,3,1,Laboratory Technician,2,Divorced,1244,8142,0,Y,Yes,13,3,1,80,1,8,2,2,11,3,0,2
52,No,Travel_Rarely,513,Research & Development,29,2,Life Sciences,1,3,Male,90,4,2,Research Scientist,4,Married,15761,5910,1,Y,No,15,3,4,80,1,23,2,4,4,10,0,7
37,No,Travel_Frequently,767,Research & Development,18,4,Life Sciences,1,2,Male,100,3,2,Laboratory Technician,1,Single,3077,7349,1,Y,Yes,23,3,4,80,2,0,6,3,7,12,0,1
43,Yes,Travel_Rarely,102,Research & Development,24,4,Life Sciences,1,3,Male,95,2,5,Sales Executive,2,Single,4919,6062,1,Y,No,15,3,3,80,1,0,3,2,9,2,0,8
20,No,Travel_Rarely,1269,Research & Development,4,3,Medical,1,1,Male,100,3,3,Sales Executive,4,Married,3009,3436,8,Y,No,19,3,3,80,1,13,2,3,4,6,8,0
42,No,Travel_Rarely,301,Research & Development,14,3,Life Sciences,1,2,Male,49,3,3,Sales Executive,3,Single,8604,3961,9,Y,No,15,3,2,80,0,23,3,3,9,2,0,3
42,Yes,Travel_Rarely,102,Research & Development,11,4,Life Sciences,1,2,Male,96,3,1,Research Scientist,1,Married,3658,5669,1,Y,No,14,3,3,80,1,5,3,2,7,0,0,13
32,No,Travel_Frequently,102,Sales,20,3,Life Sciences,1,1,Male,93,2,3,Human Resources,1,Married,2659,25599,1,Y,No,15,4,3,80,1,11,2,3,13,3,0,2
31,No,Travel_Rarely,185,Sales,20,3,Technical Degree,1,3,Male,100,3,1,Laboratory Technician,4,Married,1009,2310,6,Y,No,14,3,1,80,1,8,2,2,7,7,0,7
43,No,Travel_Rarely,1077,Research & Development,4,4,Medical,1,3,Male,100,2,1,Sales Representative,3,Married,1009,12455,5,Y,Yes,20,3,2,80,0,1,3,3,3,1,0,0
35,Yes,Travel_Rarely,393,Research & Development,29,2,Life Sciences,1,3,Male,100,3,2,Research Scientist,2,Divorced,1182,3143,1,Y,Yes,14,3,1,80,0,5,2,3,7,1,1,3
36,No,Non-Travel,1022,Research & Development,3,2,Human Resources,1,1,Female,90,3,3,Healthcare Representative,3,Divorced,1535,7609,4,Y,Yes,25,3,2,80,1,0,3,3,12,16,0,0
39,No,Travel_Rarely,985,Research & Development,29,2,Medical,1,2,Male,44,2,1,Laboratory Technician,3,Married,3847,11139,1,Y,No,12,3,3,80,1,4,2,1,19,3,2,0
35,No,Travel_Rarely,772,Sales,6,1,Technical Degree,1,2,Male,93,3,1,Sales Executive,2,Single,4199,7506,1,Y,No,19,3,3,80,0,3,6,3,8,2,0,0
35,No,Travel_Rarely,612,Sales,28,2,Life Sciences,1,3,Male,93,3,3,Sales Executive,4,Married,3235,19648,1,Y,No,25,3,2,80,3,0,3,3,17,2,0,2
19,No,Travel_Rarely,999,Research & Development,29,3,Life Sciences,1,4,Female,68,2,2,Laboratory Technician,3,Married,17462,16313,1,Y,Yes,15,3,1,80,0,2,3,3,6,6,2,6
34,No,Travel_Rarely,102,Sales,24,2,Life Sciences,1,2,Male,68,3,1,Manager,1,Single,5535,21983,9,Y,No,15,3,4,80,1,2,3,3,5,2,4,0
